"","parentId","stationId","name","Location_Easting","Location_Northing"
"661","490G00019017","490G00019017","Becontree Heath Leisure Centre",549096,186923
"662","490G00005923","490G00005923","Cu London University / Wood Lane",549633,187038
"663","490G00003660","490G00003660","Barton Avenue",549923,187137
"664","490G00005381","490G00005381","Clayton Road",550162,187200
"665","490G00009090","490G00009090","Leonard Avenue",550592,187373
"666","490G00005926","490G00005926","Dagenham Road",551057,187456
"667","490G00010443","490G00010443","Norwood Avenue",551401,187463
"668","490G00005450","490G00005450","Clydesdale Road",551645,187727
"669","490G00013483","490G00013483","Brentwood Road",551572,188033
"670","490G01243W","490G01243W","Romford Station",551410,188448.5
"671","490G00014452","490G00014452","Western Road",551429.666666667,188737
"672","490G00011659","490G00011659","Romford Market",551319,189095
"673","490G000551","490G000551","Grosvenor Gardens",528813,179185
"674","490G00144R","490G00144R","Marble Arch",527897,180794
"675","490G00007167","490G00007167","George Street",527412,181320
"676","490G00071E","490G00071E","Edgware Road Station",526976,181785
"677","490G00015285","490G00015285","Church Street Market",526820,181947
"678","490G00010621","490G00010621","Orchardson Street",526650,182131
"679","490G00012747","490G00012747","St John's Wood Road",526532,182257
"680","490G00007679","490G00007679","Hall Road",526279,182577
"681","490G000500","490G000500","Elgin Avenue / Maida Vale Station",526069,182824
"682","490G00004805","490G00004805","Carlton Vale",525857,183103
"683","490G00008712","490G00008712","Kilburn Park Road",525691,183316
"684","490G01170Q","490G01170Q","Kilburn High Road Station",525481.666666667,183541.333333333
"685","490G00008720","490G00008720","Brondesbury Road",525382.5,183661.5
"686","490G00015245","490G00015245","Kilburn High Road",525285,183791
"687","490G00011235","490G00011235","Priory Park Road",525191,183921
"688","490G00004565","490G00004565","Buckley Road",524967,184202
"689","490G01038N","490G01038N","Brondesbury Station",524770,184468
"690","490G00126B","490G00126B","Kilburn Station",524686,184584
"691","490G00008768","490G00008768","St Cuthbert's Road",524497,184860
"692","490G00009909","490G00009909","Mill Lane",524352,185045
"693","490G00014140","490G00014140","Skardu Road",524048,185393
"694","490G000471","490G000471","Cricklewood Broadway / The Crown",523857,185653
"695","490G000474","490G000474","Cricklewood Lane",523765.5,185780.5
"696","490G00010015","490G00010015","Mora Road",523574,186027.5
"697","490G00015045","490G00015045","Longley Way",523436,186231
"698","490G00015033","490G00015033","Cricklewood Bus Garage",523370,186355
"699","490G00006096","490G00006096","Dollis Hill Lane",523169,186605
"700","490G00008421","490G00008421","Humber Road",523028.5,186785
"701","490G00010691","490G00010691","Oxgate Lane",522845,186943
"702","490G00012589","490G00012589","Staples Corner",522656,187209
"703","490G00011182","490G00011182","Priestley Way",522405,187482
"704","490G00012609","490G00012609","Station Road",522111,187931
"705","490G00014985","490G00014985","The Greenway",520653,189770
"706","490G00004791","490G00004791","Carlisle Road",520494,189982
"707","490G00010006","490G00010006","Montrose Avenue / Unitas Youth Zone",520341,190162
"708","490G00012472","490G00012472","Stag Lane",520155,190412
"709","490G00012618","490G00012618","Manor Park Crescent",519372,191808
"710","490G00004810","490G00004810","Conduit Street / Hamleys Toy Store",529164,180909.333333333
"711","490G00011126","490G00011126","Portland Place",528774,181813
"712","490G00091G","490G00091G","Great Portland Street Station",528861.333333333,182148
"713","490G00191A","490G00191A","Regent's Park Station",528686,182154
"714","490G00007807","490G00007807","Harley Street",528474,182095
"715","490G00011D","490G00011D","Baker Street Station",528012,181978
"716","490G00015040","490G00015040","Gloucester Place",527843,181932
"717","490G000688","490G000688","Old Marylebone Road",527306,181770
"718","490G00072W","490G00072W","Edgware Road Station",527138,181700
"719","490G00010713","490G00010713","Paddington Green Police Station",526952,181681
"720","490G00014552","490G00014552","Hermitage Street",526682,181679
"721","490G00014250","490G00014250","Bishops Bridge Road / Little Venice",526482,181663
"722","490G00196B","490G00196B","Royal Oak Station",525716,181633
"723","490G00005320","490G00005320","Westminster Academy / Cirencester Street",525527,181772
"724","490G00013054","490G00013054","Sutherland Avenue",525354,181983
"725","490G00007865","490G00007865","Westminster Registration Office",524953,182075
"726","490G00003444","490G00003444","Ashmore Road",524741,182204
"727","490G00007666","490G00007666","Second Avenue",524495,182353
"728","490G00006832","490G00006832","Fifth Avenue / Queen's Park Library",524169,182405
"729","490G00008711","490G00008711","Ladbroke Grove / Kilburn Lane",523927,182463
"730","490G00271H","490G00271H","Willesden Junction Station",522162,183022
"731","490G00008187","490G00008187","Park Parade",521858,183331
"732","490G00007803","490G00007803","Harlesden Jubilee Clock",521617,183289.5
"733","490G00012803","490G00012803","St Mary's Road",521374,183698.5
"734","490G00005720","490G00005720","Craven Park",521158,183820
"735","490G00008865","490G00008865","Knatchbull Road",520922,183927
"736","490G00012848","490G00012848","Shakespeare Road",520639,183894
"737","490G00012847","490G00012847","First Drive",520243,184047
"738","490G00010332","490G00010332","North Circular Road",519980,184169
"739","490G00009981","490G00009981","Stonebridge Pk Stn   / Point Place",519815,184418
"740","490G00006871","490G00006871","Flamsted Avenue",519437,184686
"741","490G00013797","490G00013797","Tring Avenue",519210,184883
"742","490G00014315","490G00014315","Waverley Avenue",518991,185148
"743","490G00005584","490G00005584","Cecil Avenue",518654,185248
"744","490G00005588","490G00005588","Ark Elvin Academy / Park Lane",518516,185237.5
"745","490G00256G","490G00256G","Wembley Central Station",518171.5,185103.5
"746","490G00006299","490G00006299","Ealing Road",517858,185069
"747","490G00005583","490G00005583","Copland Avenue",517443,184989
"748","490G00004335","490G00004335","Bridgewater Road",517074,185068
"749","490G01282J","490G01282J","Sudbury & Harrow Road Station",516908,185278.5
"750","490G00004658","490G00004658","Butlers Green",516727,185604
"751","490G00012983","490G00012983","Perrin Road",516568,185980
"752","490G00012979","490G00012979","Sudbury Court Road",516475,186321
"753","490G00013393","490G00013393","The Green / Carlton Avenue West",516409,186897
"754","490G00010425","490G00010425","Northwick Park Hospital",516148,187600
"755","490G00015197","490G00015197","University Of Westminster",516078,187871
"756","490G000702","490G000702","Tyburn Lane",515548,187867
"757","490G00015347","490G00015347","Harrow Town Centre",515535,188139.333333333
"758","490G000574","490G000574","Harrow Bus Station",515293.5,188103.5
"759","490G00019614","490G00019614","Harrow Town Centre / Sheepcote Road",515591,188303
"760","490G00011850","490G00011850","Safari Cinema",515637,188848
"761","490G00007846","490G00007846","Harrow Civic Centre / Harrow Mosque",515606.5,189122
"762","490G15249M","490G15249M","Harrow & Wealdstone Station",515504.5,189476
"763","490G00015250","490G00015250","The Wealdstone Centre",515416,189682
"764","490G00007844","490G00007844","Wealdstone Baptist Church",515383.5,189951.5
"765","490G00011882","490G00011882","Salvatorian College / St Joseph's Church",515206,190368.5
"766","490G00009302","490G00009302","Long Elmes",515050,190863
"767","490G01069M","490G01069M","Clapham Junction Station",527288.666666667,175413
"768","490G000462","490G000462","Clapham Junction Station  / The Falcon",527350,175518
"769","490G00009849","490G00009849","Clapham Junction Station  / Falcon Road",527242,175739
"770","490G00008486","490G00008486","Ingrave Street",527170,175841
"771","490G00003687","490G00003687","Battersea High Street",527069.666666667,176111.666666667
"772","490G00004568","490G00004568","Bullen Street",527246,176274
"773","490G00013443","490G00013443","The Latchmere",527513,176448.666666667
"774","490G00011197","490G00011197","Prince Of Wales Drive",527444,176640
"775","490G00003691","490G00003691","Ethelburga Street",527278,176916
"776","490G00010771","490G00010771","Parkgate Road",527218,177013
"777","490G000090","490G000090","Battersea Bridge",527075,177231
"778","490G00005152","490G00005152","Cheyne Walk",526893,177538
"779","490G00019014","490G00019014","Beaufort Street / King's Road",526784,177702
"780","490G00010534","490G00010534","Old Church Street",526895,177868
"781","490G00006228","490G00006228","Cadogan Gardens / Sloane Square",527910,178619
"782","490G000868","490G000868","Sloane Street / Sloane Square Station",527973,178762
"783","490G00011097","490G00011097","Pont Street",527888,179209
"784","490G00130K1","490G00130K1","Knightsbridge Station",527798,179600
"785","490G00016425","490G00016425","Gerrard Place / Chinatown",529834,180963
"786","490G000030","490G000030","Tottenham Ct Rd Stn  / New Oxford St",529966,181420
"787","490G00004114","490G00004114","Bloomsbury Square",530399,181637.5
"788","490G00007834","490G00007834","Red Lion Street",530607.4,181786.8
"789","490G00007391","490G00007391","Gray's Inn Road",530933.5,181950
"790","490G00011686","490G00011686","Rosebery Avenue",531102,182148
"791","490G00010085","490G00010085","Mount Pleasant",531147.333333333,182308.333333333
"792","490G00013891","490G00013891","Tysoe Street",531236,182507
"793","490G00007780","490G00007780","Hardwick Street",531373,182674
"794","490G00011849","490G00011849","Sadler's Wells Theatre",531470,182840
"795","490G00013229","490G00013229","St John Street / Goswell Road",531461.333333333,183074
"796","490G00007G","490G00007G","Angel Station",531502.2,183364.4
"797","490G00013261","490G00013261","Theberton Street",531640,183715
"798","490G00008514","490G00008514","St Mary's Church",531705.333333333,183893
"799","490G00008517","490G00008517","Islington Town Hall",531650.333333333,184283.666666667
"800","490G00008143","490G00008143","Highbury Corner",531677,184667.5
"801","490G00008149","490G00008149","St Paul's Road / Highbury Corner",531784,184753
"802","490G00019898","490G00019898","Highbury Grove School / Baalbec Road",531966,185046
"803","490G00003053","490G00003053","Aberdeen Park",531956,185233
"804","490G00000333","490G00000333","Highbury Barn",531945,185634
"805","490G00015699","490G00015699","St Joan Of Arc School",531945,185904
"806","490G00011601","490G00011601","Riversdale Road",531908,186060
"807","490G00009986","490G00009986","Monsell Road",531801,186476
"808","490G00011623","490G00011623","Rock Street",531477,186703
"809","490G000516","490G000516","Finsbury Park Interchange",531393,186749
"810","490G00008663","490G00008663","Kentish Town Road",528924,183974
"811","490G00007927","490G00007927","Hawley Road",528862.5,184277.5
"812","490G00019924","490G00019924","Prince Of Wales Road",528941,184652
"813","490G00004894","490G00004894","Kentish Town Post Office",528983,184962
"814","490G00123B","490G00123B","Kentish Town Station",528990,185246
"815","490G00008661","490G00008661","Fortess Walk",528987,185475
"816","490G00008904","490G00008904","Lady Somerset Road",529054,185650
"817","490G00239A","490G00239A","Tufnell Park Station",529114,185788
"818","490G000132","490G000132","Fulbrook Road",529171,185971
"819","490G00009985","490G00009985","Monnery Road",529199,186172
"820","490G00003989","490G00003989","Pemberton Gardens",529265,186436
"821","490G00008O","490G00008O","Archway Station",529369,186765
"822","490G00014277","490G00014277","Waterlow Road",529233,187187
"823","490G00008943","490G00008943","Langdon Park Road",528995,187549
"824","490G00010433","490G00010433","Northwood Road",528861,187787
"825","490G00109S","490G00109S","Highgate Station",528610,188071
"826","490G00010136","490G00010136","Muswell Hill Road",528430,188189
"827","490G00013147","490G00013147","Talbot Road / North Hill",528114,188400
"828","490G00014894","490G00014894","Woodside Avenue",527706,188675
"829","490G00013265","490G00013265","The Bishops Avenue",527343,189001
"830","490G00067G","490G00067G","East Finchley Station",527279,189131
"831","490G00013254","490G00013254","Fairlawn Avenue",527278,189355
"832","490G00003043","490G00003043","Abbots Gardens",526883,189402
"833","490G00013799","490G00013799","Trinity Avenue",526616,189572
"834","490G00010656","490G00010656","Ossulton Way",526192,189698
"835","490G00006353","490G00006353","East Finchley Cemetery",526044,189790
"836","490G00003670","490G00003670","Basing Way",525699,189972
"837","490G00009594","490G00009594","Manor View",525499,190109
"838","490G00008311","490G00008311","Holmwood Gardens",525284,190160
"839","490G00005254","490G00005254","Church End",524966,190191
"840","490G00008054","490G00008054","Hendon Lane",525052,190520
"841","490G000903","490G000903","Dollis Park / Finchley Central Stn",525136,190640
"842","490G00081W","490G00081W","Finchley Central Station",525301,190849
"843","490G00009322","490G00009322","Long Lane",525554,191145
"844","490G000508","490G000508","Victoria Park",525773,191391
"845","490G00007373","490G00007373","Granville Road",525940,191568
"846","490G00014813","490G00014813","Woodberry Grove",526159,191841
"847","490G00013149","490G00013149","Tally Ho Corner",526317,192117
"848","490G00013718","490G00013718","Torrington Park",526319,192453
"849","490G00011442","490G00011442","Ravensdale Avenue",526315,192594
"850","490G00013099","490G00013099","Finchley Park",526313,192930
"851","490G00006060","490G00006060","Derwent Crescent",526324,193252
"852","490G00013104","490G00013104","Swan Lane",526360,193491
"853","490G00007028","490G00007028","Whetstone High Road / Friern Barnet Lane",526434,193724
"854","490G000901","490G000901","Athenaeum Road",526385,194068
"855","490G00004978","490G00004978","Chandos Avenue",526339,194300
"856","490G00004553","490G00004553","Buckingham Avenue",526270,194553
"857","490G00007031","490G00007031","Friern Mount Drive",526168,194710
"858","490G00014131","490G00014131","Walfield Avenue",526068,194885
"859","490G00009489","490G00009489","Lyonsdown Road",525923,195242
"860","490G00006086","490G00006086","Dinsdale Gardens",525762,195448
"861","490G00012613","490G00012613","Barnet Everyman Cinema",525562,195700
"862","490G00013897","490G00013897","Underhill",525232,195920
"863","490G00107E","490G00107E","High Barnet Station",524943,196165
"864","490G00019008","490G00019008","Fitzjohn Avenue",524722,196368
"865","490G00003637","490G00003637","Barnet Hospital",523652,196307
"866","490G09267E","490G09267E","Monument Station",532845.333333333,180688.666666667
"867","490G000922","490G000922","London Bridge",532784.666666667,180376.666666667
"868","490G000970","490G000970","London Bridge Station",532864.5,180196.5
"869","490G00019864","490G00019864","Southwark Street",532596,180072
"870","490G00013910","490G00013910","Union Street",532516.666666667,179911.666666667
"871","490G000920","490G000920","Borough Station  / Great Dover Street",532506,179652
"872","490G00013809","490G00013809","Trinity Street / The Roebuck",532584,179516
"873","490G00004071","490G00004071","Blackhorse Court",532775,179265
"874","490G00019011","490G00019011","Bartholomew Street",532878,179148
"875","490G00004315","490G00004315","Bricklayer's Arms",533109,178886
"876","490G00006379","490G00006379","Old Kent Road / East Street",533263,178690
"877","490G00006266","490G00006266","Dunton Road",533607,178383.5
"878","490G00013761","490G00013761","Trafalgar Avenue",533907,178156
"879","490G00009531","490G00009531","Malt Street",534130,178037
"880","490G00010880","490G00010880","Peckham Park Road",534484.5,177763
"881","490G00005526","490G00005526","Commercial Way",534758,177592
"882","490G000603","490G000603","Old Kent Road / Ilderton Road",535116,177380
"883","490G000388","490G000388","Briant Street",535553,177121
"884","490G00010204","490G00010204","New Cross Bus Garage",535873,176850.6
"885","490G00156M","490G00156M","New Cross Gate Station",536230,176942.25
"886","490G00009689","490G00009689","Marquis Of Granby",536548,177035
"887","490G00003298","490G00003298","Amersham Road",536717.5,176770
"888","490G00009530","490G00009530","Malpas Road",536880.5,176587
"889","490G00009441","490G00009441","Lucas Street",536984,176464.5
"890","490G000635","490G000635","Lewisham College",537213.5,176239.5
"891","490G00013890","490G00013890","Tyrwhitt Road / St Johns Station",537422,176149
"892","490G00013896","490G00013896","Undercliff Road",537601,176006.5
"893","490G00008549","490G00008549","Loampit Vale / Jerrard Street",537791.5,175885
"894","490GA00005","490GA00005","Lewisham Station",538167,175745
"895","490G00003864","490G00003864","Belmont Hill",538550,175532
"896","490G00003868","490G00003868","Belmont Park",538763,175323
"897","490G00009568","490G00009568","Manor Park",538933,175198
"898","490G00004257","490G00004257","Brandram Road",539236,175199
"899","490G00005918","490G00005918","Dacre Park",539496,175214
"900","490G00008924","490G00008924","Lampmead Road",539689,175032
"901","490G00009060","490G00009060","Lee Green / The Old Tigers Head",539806,174994
"902","490G00004697","490G00004697","Cambridge Drive",540169,174860
"903","490G00014334","490G00014334","Weigall Road",540441,174782
"904","490G00005664","490G00005664","Courtlands Avenue",540618,174734
"905","490G00008704","490G00008704","Eltham Road / Kidbrooke Park Road",540834,174687
"906","490G00013053","490G00013053","Sutcliffe Park",541183,174616
"907","490G00015018","490G00015018","Eltham Road / Westhorne Avenue",541436,174632
"908","490G00015477","490G00015477","Eltham Hill / Westhorne Avenue",541689,174629
"909","490G00014007","490G00014007","Vandyke Cross",541974,174588
"910","490G00008778","490G00008778","Kingsground",542217,174506
"911","490G00006546","490G00006546","Sherard Road",542399,174491
"912","490G00006533","490G00006533","Eltham High Street / Roper Street",542927,174423
"913","490G00006547","490G00006547","Eltham High Street / Pound Place",543175,174444
"914","490G00006555","490G00006555","Eltham High Street / Westmount Road",543365,174448
"915","490G00007227","490G00007227","Bexley Road / Glenesk Road",543740,174557
"916","490G00003505","490G00003505","University Of Greenwich / Mansion Site",544325,174578
"917","490G00011582","490G00011582","Riefield Road",544576,174505
"918","490G00011524","490G00011524","Rennets Wood Road",544927,174472
"919","490G00004183","490G00004183","Blackfen Road / Boundary Road",545253,174545
"920","490G00011373","490G00011373","Queenswood Road",545617,174602
"921","490G00004059","490G00004059","Blackfen Road / Days Lane",546132,174522
"922","490G00019068","490G00019068","Blackfen Road / Westwood Lane",546308,174491
"923","490G00011404","490G00011404","Blackfen Road / Ramillies Road",546509,174453
"924","490G00004060","490G00004060","Blackfen School For Girls",547036,174319
"925","490G00019077","490G00019077","Blackfen Road / Penhill Road",547271,174242
"926","490G00003820","490G00003820","Beechway",547719,174264
"927","490G00015608","490G00015608","Woodside Lane",548050,174153
"928","490G00003264","490G00003264","The Anchor",548332,173965
"929","490G00011596","490G00011596","Riverdale Road",548537,173887
"930","490G00005810","490G00005810","Cross Lane",548871,173753
"931","490G00010778","490G00010778","Parkhurst Road",549043,173719
"932","490G01024E","490G01024E","Bexley Station",549324,173600
"933","490G00003984","490G00003984","Bexley Library",549567,173682
"934","490G00007872","490G00007872","Hartford Road",549650,173960
"935","490G00007386","490G00007386","Gravel Hill Close",549939,174451
"936","490G00004489","490G00004489","Broomfield Road",549669,174690
"937","490G00007662","490G00007662","Halcot Avenue",549612,174858
"938","490G00003972","490G00003972","Bexleyheath / Highland Road",549479,175171
"939","490G00007152","490G00007152","Geddes Place",549300,175291
"940","490G00004817","490G00004817","Saville Row",529072,180932
"941","490G00015097","490G00015097","Conduit Street / New Bond Street",529001,180834
"942","490G00003923","490G00003923","Berkeley Square",528846,180692
"943","490G000412","490G000412","Berkeley Street",528965,180432
"944","490G00007492","490G00007492","Green Park / Constitution Hill",528651,179966
"945","490G00119A","490G00119A","Hyde Park Corner Station",528251.5,179807
"946","490G000573","490G000573","Sloane Street / Knightsbridge Station",527819,179571
"947","490G00206H","490G00206H","Sloane Square",528004.5,178672.5
"948","490G00014186","490G00014186","Wandsworth Bridge Road",525562,176760
"949","490G00005156","490G00005156","Irene Road",525317,176493
"950","490G00015575","490G00015575","Parsons Green",525186,176403
"951","490G00015393","490G00015393","Munster Road",524795,176290
"952","490G00008435","490G00008435","Putney Bridge Stn / Fulham High Street",524503,176009
"953","490G000536","490G000536","Putney Bridge Stn  / Gonville Street",524304.75,175836.75
"954","490G13344P","490G13344P","Putney Pier",524082.666666667,175667.333333333
"955","490G00011828","490G00011828","Ruvigny Gardens",523824,175753.666666667
"956","490G00006825","490G00006825","Festing Road",523537.666666667,175842.333333333
"957","490G00012375","490G00012375","Commondale",523228.333333333,175871.666666667
"958","490G00011420","490G00011420","Ranelagh Avenue",522513,176310
"959","490G00003628","490G00003628","Barnes / Red Lion",522304,176588
"960","490G00007216","490G00007216","Glebe Road",522045,176474
"961","490G00003632","490G00003632","Barnes Pond",521854,176405
"962","490G00003630","490G00003630","Barnes High Street",521732,176407
"963","490G01015BK","490G01015BK","Barnes Bridge Station",521462,176299
"964","490G00014596","490G00014596","White Hart Lane",521198,176040
"965","490G00003516","490G00003516","Avondale Road",520857,175968
"966","490G00010046","490G00010046","Sheen Lane / Mortlake Station",520588,175942
"967","490G000759","490G000759","Ship Lane / Stag Brewery",520430,175944
"968","490G00011699","490G00011699","Rosemary Lane",520230,175836
"969","490G00005410","490G00005410","Clifford Avenue",519931,175839
"970","490G00010049","490G00010049","Mortlake Road",519667,175824
"971","490G00009561","490G00009561","Manor Grove",519334,175702
"972","490G00009547","490G00009547","Manor Circus",518854,175609
"973","490G00012048","490G00012048","Sheendale Road",518677,175507
"974","490G00011557","490G00011557","Richmond Circus",518337,175385
"975","490G00192M","490G00192M","Richmond Station",518047.5,175182.5
"976","490G00013511","490G00013511","The Quadrant",517993,175028
"977","490G00011556","490G00011556","Richmond Bus Station",517885,174710
"978","490G00005755","490G00005755","Cresswell Road",517573,174367
"979","490G00004705","490G00004705","Cambridge Park",517399,174191
"980","490G00012460","490G00012460","St Stephen's Church",517301,174020
"981","490G00005841","490G00005841","Marble Hill Park / Crown Road",517055,173866
"982","490G00018556","490G00018556","Orleans Park School",516805,173751
"983","490G00009053","490G00009053","Lebanon Court",516575,173546
"984","490G00015022","490G00015022","York Street / Twickenham",516309,173335
"985","490G00020202","490G00020202","Heath Road / Twickenham",516088,173132
"986","490G00008009","490G00008009","Heath Road / Grove Avenue",515716,173120
"987","490G00013869","490G00013869","Twickenham Green",515399,172952
"988","490G00013865","490G00013865","The Prince Albert / Twickenham",515239,172787
"989","490G00013765","490G00013765","Trafalgar Road / Prince Of Wales",514941,172466
"990","490G00007064","490G00007064","Fulwell / Sixth Cross Road",514778,172163
"991","490G00012333","490G00012333","South Road / Fulwell",514829,172051
"992","490G000556","490G000556","Bank Station  / Cornhill",532796.5,181111
"993","490G00015079","490G00015079","Bishopsgate",532983,181130
"994","490G00012783","490G00012783","St Mary Axe",533139.5,181136.5
"995","490G000767","490G000767","St Katharine Cree",533399,181123
"996","490G00003N","490G00003N","Aldgate Station",533689.666666667,181230
"997","490G000514","490G000514","Altab Ali Park",534137.333333333,181531.333333333
"998","490G00010258","490G00010258","The East London Mosque",534364.666666667,181664
"999","490G000796","490G000796","Whitechapel Stn   / Royal London Hosp",534783,181841
"1000","490G00004147","490G00004147","Booth Memorial",535137,181954.5
"1001","490G00015508","490G00015508","Stepney Green",535326.5,182018.5
"1002","490G00220E1","490G00220E1","Stepney Green Station",535606,182121
"1003","490G00010513","490G00010513","Bancroft Road / Ocean Estate",535748,182180
"1004","490G00011315","490G00011315","Queen Mary / University Of London",536073.5,182273
"1005","490G00007341","490G00007341","Regents Canal",536287,182429
"1006","490G00146C","490G00146C","Mile End Station",536517.5,182549
"1007","490G00012648","490G00012648","Coborn Road",536802,182653
"1008","490G00029Q","490G00029Q","Bow Road Station",537107,182774
"1009","490G02019A","490G02019A","Bow Church Station",537409.5,182872
"1010","490G000421","490G000421","Bow Church",537644.5,182946.5
"1011","490G00012906","490G00012906","Stratford Centre",538924,184357.5
"1012","490G00013480","490G00013480","Litchfield Avenue",539235,184515
"1013","490G00014269","490G00014269","Water Lane / University Of East London",539431.5,184565
"1014","490G00003468","490G00003468","Atherton Leisure Centre",539789.5,184733.5
"1015","490G00006936","490G00006936","Margery Park Road",540164.5,184904
"1016","490G00006919","490G00006919","Woodgrange Road",540553.5,185010.5
"1017","490G00007497","490G00007497","Green Street",540933.5,185072.5
"1018","490G00008603","490G00008603","Katherine Road",541262.5,185152.5
"1019","490G00012131","490G00012131","Shrewsbury Road",541523,185234.5
"1020","490G01341G","490G01341G","Woodgrange Park Station",541797.5,185356
"1021","490G000596","490G000596","High Street North",542072,185529
"1022","490G00006856","490G00006856","First Avenue",542298.5,185664
"1023","490G00009570","490G00009570","Rabbits Road",542480,185770
"1024","490G00012005","490G00012005","Seventh Avenue",542615,185863
"1025","490G00009219","490G00009219","Little Ilford Lane",542908,186001.5
"1026","490G00010328","490G00010328","North Circular Road",543174,186143
"1027","490G000605","490G000605","Ilford Hill",543520,186392
"1028","490G00004985","490G00004985","Chapel Road",543534,186319
"1029","490G00008466","490G00008466","Redbridge Central Library",543887,186385
"1030","490G00007657","490G00007657","Hainault Street",544001,186560
"1031","490G01063B","490G01063B","Chingford Station",539204,194658
"1032","490G000764","490G000764","Station Road / Chingford Station",539114,194602
"1033","490G00012558","490G00012558","Stanley Road",538880,194456
"1034","490G00012619","490G00012619","Station Road / The Green",538668,194351
"1035","490G00008781","490G00008781","Kings Head Hill",538401,194344
"1036","490G00005171","490G00005171","Chingford Fire Station",538258,194191
"1037","490G00006570","490G00006570","Endlebury Road",537965,193883
"1038","490G00009611","490G00009611","Mansfield Hill",537762,193899
"1039","490G00005169","490G00005169","Ridgeway Park",537519,193725
"1040","490G00005181","490G00005181","Chingford Old Church",537398,193510
"1041","490G00003270","490G00003270","Alpha Road",537377,193131
"1042","490G000561","490G000561","Hall Lane",537364,192729
"1043","490G00008981","490G00008981","Larkswood Road",537364,192424
"1044","490G00003124","490G00003124","Ainslie Wood Road",537339,192230
"1045","490G00009091","490G00009091","Leonard Road",537373,191945
"1046","490G00008132","490G00008132","Higham Station Avenue",537429,191695
"1047","490G00011741","490G00011741","Rowden Park Gardens",537459,191459
"1048","490G00014170","490G00014170","Walthamstow Stadium",537469,191268
"1049","490G00005781","490G00005781","Crooked Billet Roundabout",537516,190837
"1050","490G00004303","490G00004303","Brettenham Road",537557,190652
"1051","490G00012179","490G00012179","Sir George Monoux College",537531,190309
"1052","490G00014158","490G00014158","Aveling Park Road",537439,190191
"1053","490G00014163","490G00014163","Forest Road / Bell Corner",537414.5,189784
"1054","490G00004518","490G00004518","Jewel Road",537234.5,189586.5
"1055","490G00014165","490G00014165","Walthamstow Market",537303,189253.5
"1056","490G000817","490G000817","Walthamstow Bus Station",537255.666666667,189058.333333333
"1057","490G00007547","490G00007547","Grosvenor Park Road",537427,188606
"1058","490G00007576","490G00007576","Grove Road",537518.5,188422.5
"1059","490G00015099","490G00015099","Bakers Avenue",537663,188238
"1060","490G00009133","490G00009133","Leyton Green",537953,188037
"1061","490G00005459","490G00005459","Colchester Road",538123,187845
"1062","490G01178N","490G01178N","Leyton Midland Road Station",538139,187497
"1063","490G00007653","490G00007653","Leyton Sports Ground",538119,187339
"1064","490G00014044","490G00014044","Vicarage Road",537975,187025
"1065","490G00007350","490G00007350","Grange Park Road",537981,186802
"1066","490G00004557","490G00004557","Buckingham Road",538064,186509
"1067","490G00009137","490G00009137","Leyton Library",538224,186346
"1068","490G00016717","490G00016717","York Road",538189,186141
"1069","490G00010590","490G00010590","Oliver Road",537949,186110
"1070","490G00012390","490G00012390","Spitalfields Market",537614,185888
"1071","490G00011301","490G00011301","Ruckholt Road Bridge",537451,185644
"1072","490G00006383","490G00006383","Hackney Marsh",537210,185528
"1073","490G000094","490G000094","Hackney Marsh Playing Fields",537030,185503
"1074","490G00009058","490G00009058","Lee Conservancy Road / Poplar Close",536659,185362
"1075","490G00005831","490G00005831","Crowfoot Close",536795,185187
"1076","490G00013813","490G00013813","Trowbridge Estate",536845,185037
"1077","490G00008264","490G00008264","St Mary Of Eton Church",536696,184772
"1078","490G00019925","490G00019925","Wick Road / Kenworthy Road",536250,184743
"1079","490G00003622","490G00003622","Barnabas Road",535980,184741
"1080","490G00015363","490G00015363","Kenton Road / Well Street",535662,184702
"1081","490G00013987","490G00013987","Valentine Road",535534,184546
"1082","490G00019199","490G00019199","Holcroft Road",535373,184269
"1083","490G00009645","490G00009645","Shore Road",535072,184147
"1084","490G00014373","490G00014373","Mare Street / Well Street",534934.333333333,184161
"1085","490G00008739","490G00008739","King Edward's Road",534854.333333333,183882.333333333
"1086","490G00003314","490G00003314","Mare Street / Victoria Park Road",534846.333333333,183574
"1087","490G01044M","490G01044M","Cambridge Heath Station",534814.333333333,183318.666666667
"1088","490G00011243","490G00011243","Pritchard's Road",534563.5,183223
"1089","490G00011306","490G00011306","Warner Place",534338,183163
"1090","490G00011325","490G00011325","Queensbridge Road",533933.5,183107
"1091","490G05737N","490G05737N","Hoxton Station",533645.5,182944
"1092","490G00007625","490G00007625","Shoreditch Church",533467.5,182621
"1093","490G16266N","490G16266N","Shoreditch High Street Station",533482,182427
"1094","490G00005524","490G00005524","Commercial Street / Worship Street",533432,182085
"1095","490G00045","490G00045","Charing Cross Station",530161.666666667,180489
"1096","490G00004962","490G00004962","Chalk Farm / Morrisons",528362,184131
"1097","490G00004964","490G00004964","Chalk Farm Road / Morrisons",528491,184286
"1098","490G00004713","490G00004713","Camden Gardens",529012,184200
"1099","490G00011168","490G00011168","Pratt Street",529131,183669
"1100","490G00012158","490G00012158","Silverdale",529198.333333333,182960.333333333
"1101","490G00010158","490G00010158","Robert Street",529216.666666667,182634
"1102","490G00015047","490G00015047","Euston Road",529236,182408
