"","parentId","stationId","name","Location_Easting","Location_Northing"
"1392","490G00005064","490G00005064","Battersea Park / Chelsea Gate",528590,177619.5
"1393","490G00009205","490G00009205","Lister Hospital",528510,177993
"1394","490G00006399","490G00006399","Ebury Bridge Road",528517,178396
"1395","490G00006404","490G00006404","Eccleston Bridge",528717,178799
"1396","490G000552","490G000552","Victoria Station  / Grosvenor Gardens",528857,179131
"1397","490G00014496","490G00014496","Westminster Cathedral",529208,179193
"1398","490G000828","490G000828","Westminster Abbey",529831,179444
"1399","490G00011679","490G00011679","Rosebery Avenue",531103,182023
"1400","490G000312","490G000312","Farringdon Road",531380,182060
"1401","490G00019771","490G00019771","St John Street",531650,182114
"1402","490G00007327","490G00007327","Goswell Road",531936,182182
"1403","490G00004936","490G00004936","Central Street",532136,182284
"1404","490G00003657","490G00003657","St Luke's Music Education Centre",532418,182405
"1405","490G15194G","490G15194G","Old Street Station",532774,182492.5
"1406","490G00010111","490G00010111","Shoreditch Fire Station",532867,182538
"1407","490G00005619","490G00005619","Great Eastern Street",533128,182611
"1408","490G00010585","490G00010585","Shoreditch Town Hall",533325,182680
"1409","490G00005512","490G00005512","Hackney Road / Columbia Road",533528,182750
"1410","490G000758","490G000758","St Thomas's Square",534956.666666667,184365
"1411","490G000560","490G000560","Hackney Town Hall",534944.666666667,184722
"1412","490G00015102","490G00015102","Lea Bridge Road / Bakers Arms",537878,188264
"1413","490G00009135","490G00009135","Leyton Green Road",538106,188414
"1414","490G00012080","490G00012080","Shernhall Street",538320,188608
"1415","490G00006342","490G00006342","Peterborough Road",538438,188684
"1416","490G00014569","490G00014569","Whipps Cross / Wood Street",538609,188815
"1417","490G000338","490G000338","Whipps Cross Bus Stand",538777,188829
"1418","490G00014566","490G00014566","Whipps Cross Hospital",538966,188670
"1419","490G00008538","490G00008538","James Lane",539311,188494
"1420","490G00012178","490G00012178","Sir Alfred Hitchcock Hotel",539492,188375
"1421","490G00009143","490G00009143","Leyton Way",539751,188013
"1422","490G00014206","490G00014206","Wanstead Place",540463,188551
"1423","490G000679","490G000679","New Wanstead",540319,188810
"1424","490G00013137","490G00013137","Sylvan Road",540384,189037
"1425","490G00008100","490G00008100","Heronwood Hospital",540431,189257
"1426","490G00005018","490G00005018","Charnwood Drive",540615,189660
"1427","490G00019203","490G00019203","George Lane / Chigwell Road",540721,189878
"1428","490G00217D","490G00217D","South Woodford Station",540573,190046
"1429","490G00007164","490G00007164","George Lane Shopping Centre",540335,190303
"1430","490G00007138","490G00007138","Southend Road",540117,190540
"1431","490G00005259","490G00005259","Chelmsford Road",540025,190870
"1432","490G00014845","490G00014845","Empress Avenue",539942,191153
"1433","490G00005269","490G00005269","Churchill Memorial",539915,191352
"1434","490G00005177","490G00005177","Chingford Lane",539923,191690
"1435","490G000842","490G000842","Woodford Green / Broadmead Road",540046,191962
"1436","490G00009973","490G00009973","Monkhams Lane",540245,192432
"1437","490G00015121","490G00015121","St Thomas Of Canterbury Church",540313,192706
"1438","490G01276S","490G01276S","St Pancras International Station",530121.5,182903.75
"1439","490G00129R","490G00129R","King's Cross Station",530350.333333333,182954.333333333
"1440","490G000700","490G000700","King's Cross Road / Pentonville Road",530611,182988
"1441","490G00003087","490G00003087","Acton Street",530811,182763
"1442","490G00007613","490G00007613","Gwynne Place",530884,182609
"1443","490G00010089","490G00010089","Rosebery Avenue / Mount Pleasant",531127,182421
"1444","490G00004217","490G00004217","Bowling Green Lane",531270,182266
"1445","490G00015104","490G00015104","Clerkenwell Road",531460,182015
"1446","490G00080B","490G00080B","Farringdon Station",531524,181828
"1447","490G000747","490G000747","Snow Hill",531570,181608
"1448","490G00012640","490G00012640","Fleet Street / City Thameslink",531630,181257
"1449","490G00020083","490G00020083","Apothecary Street",531656,181077
"1450","490G00020084","490G00020084","Blackfriars Station  / North Entrance",531644,180864
"1451","490G00013934","490G00013934","Blackfriars Station / South Entrance",531646,180544.5
"1452","490G00012526","490G00012526","Stamford Street",531651.5,180274.5
"1453","490G13323SA","490G13323SA","Southwark Station",531653.5,180028
"1454","490G00011082","490G00011082","Pocock Street",531654.5,179862
"1455","490G00010282","490G00010282","Nile Terrace",533824,178098
"1456","490G00014117","490G00014117","Waite Street",533829,177868
"1457","490G00012709","490G00012709","St George's Way",533839,177602
"1458","490G00015073","490G00015073","Bird In Bush Road",534041,177364
"1459","490G00005525","490G00005525","Commercial Way",534163.5,177210
"1460","490G00004140","490G00004140","Bonar Road",534162,177042
"1461","490G00010878","490G00010878","Peckham Library",534181.666666667,176793
"1462","490G00010882","490G00010882","Peckham Post Office",534364.5,176783
"1463","490G00005382","490G00005382","Clayton Road",534448,176664
"1464","490G00010269","490G00010269","Nigel Road",534423.5,175889.5
"1465","490G00008807","490G00008807","Peckham Rye / East Dulwich Road",534408,175569
"1466","490G00013366","490G00013366","The Gardens",534444,175246
"1467","490G00007032","490G00007032","Friern Road",534557,174933
"1468","490G00006264","490G00006264","Dunstans Road",534761,174520
"1469","490G00006921","490G00006921","Forest Hill Tavern",534931,174324
"1470","490G00014911","490G00014911","Wood Vale / Forest Hill Road",535024,174095
"1471","490G00008959","490G00008959","Langton Rise",534741,173775
"1472","490G00009794","490G00009794","Melford Road",534670,173523
"1473","490G00013899","490G00013899","Underhill Road",534504,173303
"1474","490G00009362","490G00009362","Lordship Lane / Wood Vale",534535,173203
"1475","490G00008352","490G00008352","Horniman Park",534666,173000
"1476","490G00008849","490G00008849","Sydenham Hill / Kirkdale",534592,172533
"1477","490G00005751","490G00005751","Crescent Wood Road",534417,172262
"1478","490G00006199","490G00006199","Droitwich Close",534252,172158
"1479","490G00014370","490G00014370","Wells Park Road",534033,172042
"1480","490G00006101","490G00006101","Dome Hill Park",533925,171781
"1481","490G00014532","490G00014532","Sydenham Hill / Bluebell Close",533985,171568
"1482","490G00006963","490G00006963","Crystal Palace Parade / Fountain Drive",533924,171340
"1483","490G00062G","490G00062G","Ealing Broadway Station",517905,180950
"1484","490G00006291","490G00006291","Ealing Broadway Centre",517739,180613
"1485","490G00007353","490G00007353","Grange Road",517709,180269
"1486","490G00014254","490G00014254","Warwick Road / University Of West London",517732,180021
"1487","490G00012789","490G00012789","St Mary's Church",517667,179751
"1488","490G00208B","490G00208B","South Ealing Station",517636,179377
"1489","490G00020072","490G00020072","Chandos Avenue",517716,178991
"1490","490G00005978","490G00005978","Darwin Road",517742,178659
"1491","490G00019193","490G00019193","Great West Road",517825,178373
"1492","490G00010259","490G00010259","New Road",518030,178030
"1493","490G00003137","490G00003137","Albany Road",518140,177773
"1494","490G01167S","490G01167S","Kew Bridge Station",518895,178035
"1495","490G000617","490G000617","Kew Bridge",519005,177946
"1496","490G000619","490G000619","Kew Green",519020,177603
"1497","490G00010048","490G00010048","Mortlake Road",519044,177327
"1498","490G00008695","490G00008695","Kew Gardens Road",518895,177047
"1499","490G000618","490G000618","Kew Road / Victoria Gate",518807,176788
"1500","490G00013238","490G00013238","The Avenue",518698,176365
"1501","490G00008692","490G00008692","Kew Gardens / Lion Gate",518639,176081
"1502","490G00010725","490G00010725","Pagoda Avenue",518526,175752
"1503","490G00006660","490G00006660","Evelyn Road",518342,175526
"1504","490G00005531","490G00005531","Compass Hill",517976,174351
"1505","490G00013571","490G00013571","Robins Court",518029,174172
"1506","490G00010271","490G00010271","Nightingale Lane",518163,173847
"1507","490G00013340","490G00013340","The Dysart",518274,173295
"1508","490G00011911","490G00011911","Sandpits Road",518057,173022
"1509","490G00011927","490G00011927","Sandy Lane",517989,172583
"1510","490G00007692","490G00007692","Ham Gate Avenue",517887,172049
"1511","490G00006225","490G00006225","Ham Parade",517788,171549
"1512","490G00006227","490G00006227","Tudor Drive",517797,171428
"1513","490G00013663","490G00013663","Tiffin Girls School",517983,170927
"1514","490G00006276","490G00006276","Durlston Road",518093,170665
"1515","490G00014895","490G00014895","Latchmere Road",518149,170440
"1516","490G00018665","490G00018665","Windsor Road",518202,170172
"1517","490G00008813","490G00008813","Kings Road",518229,169946
"1518","490G01173V","490G01173V","Kingston Station",518285,169652
"1519","490G000476","490G000476","Cromwell Road Bus Station",518437,169523
"1520","490G00004478","490G00004478","Brook Street",518079,169065
"1521","490G00008829","490G00008829","Kingston University / County Hall",518057,168621
"1522","490G00013034","490G00013034","Surbiton Crescent",518072,168215
"1523","490G00009627","490G00009627","Maple Road",518033,168026
"1524","490G00013315","490G00013315","The Crescent",518086,167657
"1525","490G000865","490G000865","Surbiton Station",518075,167421
"1526","490G000095","490G000095","Victoria Road / Surbiton Station",517982,167307
"1527","490G00013036","490G00013036","Surbiton Sainsbury's",517842,167211
"1528","490G00009395","490G00009395","Lovelace Gardens",517887,167050
"1529","490G00010075","490G00010075","Mountcombe Close",518055,166920
"1530","490G00018574","490G00018574","Langley Road",518268,166736
"1531","490G00008949","490G00008949","Langley Avenue",518356,166558
"1532","490G00006089","490G00006089","Ditton Road",518375,166337
"1533","490G00013457","490G00013457","Ash Tree Close",518306,166015
"1534","490G00013628","490G00013628","Thornhill Road",518257,165793
"1535","490G00007205","490G00007205","Southborough High School",518185,165496
"1536","490G00006501","490G00006501","Elmcroft Drive",518103,165160
"1537","490G00013474","490G00013474","The North Star",518033,164857
"1538","490G00008338","490G00008338","Hook Parade",518000,164586
"1539","490G00013597","490G00013597","Holmwood Road",517936,164290
"1540","490G00004328","490G00004328","Bridge Road",517906,163950
"1541","490G00006490","490G00006490","Ellingham Road",517778,163722
"1542","490G00009048","490G00009048","Garrison Lane",517668,163329
"1543","490G00005116","490G00005116","Chessington School",517795,163249
"1544","490G01062W","490G01062W","Chessington South Station",517912.5,163267.5
"1545","490G00011540","490G00011540","Reynolds Avenue",518273.5,163463
"1546","490G00005115","490G00005115","Church Lane",518481,163511
"1547","490G00005593","490G00005593","Copt Gilders",518829,163610
"1548","490G00012841","490G00012841","Stokesby Road",518588,163561
"1549","490G00011982","490G00011982","Selby Close",518119,163350
"1550","490G00003663","490G00003663","Barwell Business Park",517617,162929
"1551","490G00005121","490G00005121","Chessington World Of Adventures",517515,162578
"1552","490G00000350","490G00000350","Kingsway / Holborn Station",530560,181433
"1553","490G00019704","490G00019704","Aldwych / The Royal Courts Of Justice",530822,181068
"1554","490G000401","490G000401","Waterloo Station   / Waterloo Road",531229,179919
"1555","490G00073G","490G00073G","Elephant & Castle Station",531982.333333333,178928.833333333
"1556","490G00008975","490G00008975","Larcom Street",532214,178545.333333333
"1557","490G00006380","490G00006380","East Street",532350.666666667,178182.333333333
"1558","490G00014501","490G00014501","Westmoreland Road",532445,177940.333333333
"1559","490G00003138","490G00003138","Camberwell Road / Albany Road",532420.333333333,177560.333333333
"1560","490G00004221","490G00004221","Bowyer Place",532434,177397.666666667
"1561","490G00009784","490G00009784","Medlar Street",532467.333333333,177086.333333333
"1562","490G00004687","490G00004687","Denmark Hill / Camberwell Green",532539,176641
"1563","490G00005464","490G00005464","Coldharbour Lane",532556,176403
"1564","490G00008764","490G00008764","King's College Hospital",532600,176207
"1565","490G00004973","490G00004973","Champion Hill",532766,175731
"1566","490G00004092","490G00004092","Blanchedowne",532729,175512
"1567","490G00013027","490G00013027","Deepdene Road",532667,175350
"1568","490G00011491","490G00011491","Herne Hill Road",532481,175073
"1569","490G00006992","490G00006992","Frankfurt Road",532409,174895
"1570","490G00008294","490G00008294","Hollingbourne Road",532260,174719
"1571","490G00012877","490G00012877","St Paul's Church",532118,174586
"1572","490G15248C","490G15248C","Herne Hill Station",532045,174413
"1573","490G00011701","490G00011701","Rosendale Road",531951,173834
"1574","490G00004404","490G00004404","Brockwell Park Gardens",531793,173616
"1575","490G00006058","490G00006058","Deronda Road",531803,173357
"1576","490G00013656","490G00013656","Thurlow Park Road",531729,173091
"1577","490G00010444","490G00010444","Norwood Bus Garage",531937,171782
"1578","490G00011726","490G00011726","Rothschild Street",531887,171694
"1579","490G00012969","490G00012969","West Norwood Fire Station",531856,171465
"1580","490G00007066","490G00007066","Furneaux Avenue",531828,171138
"1581","490G00005839","490G00005839","Crown Point / Beulah Hill",531786,170923
"1582","490G00007430","490G00007430","Grecian Crescent",531762,170746
"1583","490G00003992","490G00003992","Biggin Hill",531960,170574
"1584","490G00005559","490G00005559","Convent Hill",532169,170514
"1585","490G00015337","490G00015337","Hermitage Road",532460,170315
"1586","490G00003959","490G00003959","Beulah Spa",532748,170084
"1587","490G00013929","490G00013929","Upper Beulah Hill",533010,169916
"1588","490G00003242","490G00003242","Beulah Hill / All Saints Church",533114,169731
"1589","490G00007344","490G00007344","Grange Avenue",533194,169437
"1590","490G00014227","490G00014227","Wharncliffe Gardens",533289,169283
"1591","490G00011718","490G00011718","Ross Road",533430,169135
"1592","490G00014601","490G00014601","Nugent Road",533512,168927
"1593","490G00014621","490G00014621","Whitworth Road",533365,168673
"1594","490G00010818","490G00010818","Selhurst Park Stadium",533214,168422
"1595","490G00005424","490G00005424","Clifton Road",532892,168297
"1596","490G00015026","490G00015026","Talbot Road",532802,168123
"1597","490G00010868","490G00010868","Pawsons Road",532722,167732
"1598","490G00016652","490G00016652","Beaconsfield Road / Legacy Youth Zone",532646,167381
"1599","490G00010350","490G00010350","Northcote Road / Legacy Youth Zone",532571,167119
"1600","490G00019785","490G00019785","Cromwell Road",532488,166822
"1601","490G00008271","490G00008271","Hogarth Crescent",532429,166605
"1602","490G00012794","490G00012794","St Mary's Church / West Croydon",532352,166287
"1603","490G00009452","490G00009452","Lunar House",532383,166024
"1604","490G00014614","490G00014614","Whitgift Centre",532434.666666667,165896.333333333
"1605","490G000951","490G000951","Dingwall Road / East Croydon Station",532748,165706
"1606","490G01089E7","490G01089E7","East Croydon Station",532825,165676
"1607","490G00010839","490G00010839","Park Street",532488,165542
"1608","490G00005855","490G00005855","Croydon Flyover",532336,165276
"1609","490G00005574","490G00005574","Coombe Road",532415,164953
"1610","490G00013269","490G00013269","Aberdeen Road",532438,164696
"1611","490G00013100","490G00013100","Swan & Sugar Loaf",532497,164381
"1612","490G00013920","490G00013920","Upland Road",532535,164051
"1613","490G00007670","490G00007670","Haling Park Road",532552,163703
"1614","490G00012272","490G00012272","South Croydon Bus Garage",532560,163361
"1615","490G00011481","490G00011481","Sanderstead Road",532503,163141
"1616","490G00013603","490G00013603","Purley Oaks Station",532396,162905
"1617","490G00003117","490G00003117","Biddulph Road",532188,162487
"1618","490G00013543","490G00013543","Brighton Road / Purley Downs Road",531957,162251
"1619","490G00010002","490G00010002","Montpelier Road",531703,162022
"1620","490G00011259","490G00011259","Purley / Downlands Precinct",531352,161707
"1621","490G000716","490G000716","Purley Tesco",531151,161410
"1622","490G00007560","490G00007560","Grovelands Road",530952,161129
"1623","490G000687","490G000687","Brighton Road / Old Lodge Lane",530783,160892
"1624","490G00014421","490G00014421","Musgrove Close",530641,160627
"1625","490G00015438","490G00015438","Smitham Downs Road",530485,160375
"1626","490G00014704","490G00014704","Willow Court",530174,160038
"1627","490G01253A","490G01253A","Coulsdon Town Station",529965,159780
"1628","490G00005640","490G00005640","Coulsdon Library",529806,159563
"1629","490G00009202","490G00009202","Lion Green Road",529797,159322
"1630","490G01072M","490G01072M","Coulsdon South Station",529925,159138
"1631","490G00006183","490G00006183","Downs Road",530030,158971
"1632","490G00004958","490G00004958","Chaldon Way Gardens",530104,158762
"1633","490G00004231","490G00004231","Bradmore Way",530164,158531
"1634","490G00009776","490G00009776","Mead Way / Chaldon Way",530261,158348
"1635","490G00009770","490G00009770","New Hill",530531,158201
"1636","490G00011038","490G00011038","Tollers Lane / Placehouse Lane",530879,157924
"1637","490G00013689","490G00013689","Tollers Lane / The Crossways",530911,157706
"1638","490G00013317","490G00013317","The Crossways",531208,157754
"1639","490G00010535","490G00010535","Old Coulsdon / Tudor Rose",531149,158069
"1640","490G00010306","490G00010306","Norley Vale",522389,173175
"1641","490G00008002","490G00008002","Heathmere Primary School",522252,173263
"1642","490G00008445","490G00008445","Hyacinth Road",522327,173424
"1643","490G00010985","490G00010985","Shawford Court",522473,173604
"1644","490G00003134","490G00003134","Roehampton Lane / Danebury Avenue",522241,173860
"1645","490G00011322","490G00011322","Clarence Lane",522120.5,174132.5
"1646","490G00015037","490G00015037","Queen Mary's Hospital",522167.5,174434.5
"1647","490G00006083","490G00006083","Roehampton University / Main Entrance",522159.5,174782
"1648","490G00006697","490G00006697","Fairacres",522108,175070
"1649","490G00011715","490G00011715","Rosslyn Park Rugby Football Club",522085.5,175394.5
"1650","490G00011278","490G00011278","St Mary's Church / Putney Pier",524172.5,175631
"1651","490G00008436","490G00008436","Fulham High Street",524347,176188
"1652","490G000567","490G000567","Hammersmith Library",523387,178681
"1653","490G00004456","490G00004456","Brook Green",523470,179133
"1654","490G00004121","490G00004121","Blythe Road",523501,179457
"1655","490G00012127","490G00012127","Goldhawk Road",523448,179666
"1656","490G000742","490G000742","Shepherd's Bush Green",523341.5,179831
"1657","490G000650","490G000650","Uxbridge Rd / Westfield Shopping Centre",523307,180095
"1658","490G00018981","490G00018981","Ariel Way / White City Bus Station",523300,180329
"1659","490G00269B","490G00269B","White City Station",523286,180652
"1660","490G000748","490G000748","Westway",523226,180869
"1661","490G00014876","490G00014876","Cavell House",523139,181157
"1662","490G00013349","490G00013349","The Fairway",521513,181233
"1663","490G00009299","490G00009299","Long Drive",521465,181455
"1664","490G00004524","490G00004524","Brunel Road",521272,181544
"1665","490G00014167","490G00014167","Bromley Road",537364,189799
"1666","490G00009233","490G00009233","Lloyd Park / William Morris Gallery",537098,189812
"1667","490G00014169","490G00014169","Wolsey Avenue",536779,189719
"1668","490G00008133","490G00008133","Higham Hill Road",536610,189669
"1669","490G00004944","490G00004944","Century Road",536324,189507
"1670","490G00013345","490G00013345","Pretoria Avenue",536075,189450
"1671","490G00024D","490G00024D","Blackhorse Road Station",535786,189392
"1672","490G00006821","490G00006821","Ferry Lane Industrial Estate",535586,189350
"1673","490G00006818","490G00006818","Walthamstow Wetlands / Ferry Boat Inn",535072,189282
"1674","490G00004277","490G00004277","Bream Close",534887,189386
"1675","490G000666","490G000666","Mill Mead Road",534594,189459
"1676","490G00013408","490G00013408","Park View Road",534069,189577
"1677","490G000860","490G000860","Tottenham Town Hall",533748.5,189441
"1678","490G00013739","490G00013739","College Of North East London",533683,189135.5
"1679","490G000859","490G000859","Seven Sisters Station",533673,188907
"1680","490G01264W","490G01264W","South Tottenham Station",533647,188618
"1681","490G00012433","490G00012433","St Ann's Road",533624,188303
"1682","490G00006456","490G00006456","Egerton Road",533686,187942
"1683","490G00012524","490G00012524","Stamford Hill Broadway",533712,187758.5
"1684","490G00006261","490G00006261","Stamford Hill Library",533663,187437
"1685","490G00009477","490G00009477","Lynmouth Road",533665,187165
"1686","490G01273C","490G01273C","Stoke Newington Station",533660,186860
"1687","490G00010427","490G00010427","Northwold Road / Stoke Newington Common",533748,186661
"1688","490G00004452","490G00004452","Stoke Newington High Street",533647,186397
"1689","490G00014699","490G00014699","William Patten School",533530,186550
"1690","490G00004202","490G00004202","Abney Park",533324,186561
"1691","490G00003003","490G00003003","Stoke Newington Town Hall",532986,186441
"1692","490G00003591","490G00003591","Barbauld Road",533027,186192
"1693","490G00005432","490G00005432","Clissold Crescent",532929,185897
"1694","490G000937","490G000937","Green Lanes",532855,185470
"1695","490G000893","490G000893","Newington Green",532901,185372
"1696","490G00003915","490G00003915","Beresford Road",532744,185168
"1697","490G00003569","490G00003569","Balls Pond Road",532770,184881
"1698","490G00009688","490G00009688","Essex Road / Marquess Road",532702,184698
"1699","490G00018977","490G00018977","Pentonville Road / Baron Street",531349,183127
"1700","490G00010928","490G00010928","Penton Street / Chapel Market",531164,183107
"1701","490G00005904","490G00005904","Penton Rise",530837,183053
"1702","490G00005909","490G00005909","King's Cross / Caledonian Road",530467,183000
"1703","490G00009498","490G00009498","British Library",529958,182714.666666667
"1704","490G00077H","490G00077H","Euston Station",529636,182503
"1705","490G00020147","490G00020147","University Coll Hosp / Warren St Stn",529360,182346
"1706","490G000343","490G000343","Capper Street",529411,182052
"1707","490G000346","490G000346","Stephen Street",529730,181558
"1708","490G00019021","490G00019021","Oxford Street / Soho Street",529569,181336
"1709","490G00011B","490G00011B","Baker Street Station",527881.5,182079.5
"1710","490G00004437","490G00004437","Brompton Square",527301,179202
"1711","490G00004436","490G00004436","Victoria and Albert Museum",527143,179077
"1712","490G00212G","490G00212G","South Kensington Station",526820,178867
"1713","490G00011324","490G00011324","Queensberry Place",526640,178793
"1714","490G00005797","490G00005797","Natural History Museum / Cromwell Road",526501,178911
"1715","490G00086A","490G00086A","Gloucester Road Station",526352,178915
"1716","490G000521","490G000521","Ashburn Gardens",526076,178874
"1717","490G00013096","490G00013096","Cromwell Hospital",525737,178850
"1718","490G00006305","490G00006305","Cromwell Road / Earls Court Road",525462,178845
"1719","490G000671","490G000671","Nevern Place",525442,178697
"1720","490G00064A","490G00064A","Earls Court Station",525597,178532
"1721","490G00015228","490G00015228","Earls Court Road / Old Brompton Road",525708,178358
"1722","490G00011478","490G00011478","Redcliffe Gardens",525703,178249
"1723","490G00260O","490G00260O","West Brompton Station",525443,178083
"1724","490G00013448","490G00013448","Empress State Building / West Brompton",525127,177895
"1725","490G00010358","490G00010358","North End Road",524960,177832
"1726","490G00010117","490G00010117","Mulgrave Road",524679,177667
"1727","490G00007053","490G00007053","Fulham Pools",524464,177578
"1728","490G00011289","490G00011289","Putney Exchange",524021,175258
"1729","490G01231E1","490G01231E1","Putney Station",523978,175097
"1730","490G00004628","490G00004628","Putney Arts Theatre",523702,175134
"1731","490G00011288","490G00011288","Putney Methodist Church",523526,175227
"1732","490G00011287","490G00011287","Putney Leisure Centre",523110,175294
"1733","490G00014818","490G00014818","Woodborough Road",522734,175392
"1734","490G00006149","490G00006149","Dover House Road",522405,175449
"1735","490G00011641","490G00011641","Roehampton Library",522246,173757
"1736","490G00010069","490G00010069","Mount Angelus Road",521936,173883
"1737","490G00009939","490G00009939","Minstead Gardens",521747,174071
"1738","490G00006292","490G00006292","Ealing Hospital",514797.333333333,180142
"1739","490G00006292","490G00006292","Ealing Hospital / Wharncliffe Drive",514797.333333333,180142
"1740","490G00013580","490G00013580","Half Acre Road",515249,180135
"1741","490G00007760","490G00007760","Hanwell Broadway",515571,180184
"1742","490G00007549","490G00007549","Grosvenor Road",516035,180284.5
"1743","490G00014430","490G00014430","West Ealing Broadway",516347,180342
"1744","490G00010367","490G00010367","Dean Gardens / Bedford Road",516602,180414
"1745","490G00004500","490G00004500","Broughton Road",516918,180507
"1746","490G00006304","490G00006304","Longfield Avenue",517458,180662
"1747","490G00010339","490G00010339","North Common Road",518276,180734
"1748","490G00007603","490G00007603","Gunnersbury Avenue",518608,180635
"1749","490G00158A","490G00158A","North Ealing Station",518633,181098
"1750","490G00008210","490G00008210","Hillcrest Road",518553,182036
"1751","490G00099A","490G00099A","Hanger Lane Station",518525,182556
"1752","490G000568","490G000568","Hanger Lane Gyratory",518370,182738
"1753","490G00011377","490G00011377","Quill Street",518252,183129
"1754","490G00003266","490G00003266","Vicars Bridge Close",518164,183263
"1755","490G00007198","490G00007198","Glacier Way",518064,183459
"1756","490G00005N2","490G00005N2","Alperton Station",518079,183810
"1757","490G00005380","490G00005380","Clayton Avenue",518188,184234
"1758","490G00006286","490G00006286","Eagle Road",518136,184497
"1759","490G00009488","490G00009488","Lyon Park Avenue",518125,184679
"1760","490G00008177","490G00008177","High Road Wembley",518034,185005
"1761","490G00014387","490G00014387","Wembley Triangle",518767,185247
"1762","490G01320B","490G01320B","Wembley Stadium Station",518899,185430
"1763","490G00014376","490G00014376","Lakeside Way",518942,185717
"1764","490G00014375","490G00014375","Wembley Arena",519012,185896
"1765","490G00006565","490G00006565","Empire Way",519192,186192
"1766","490G00257M","490G00257M","Wembley Park Station",519397,186382
"1767","490G00004301","490G00004301","Lycee International / Kings Drive",519739,186598
"1768","490G00004051","490G00004051","Blackbird Cross",520227,186640
"1769","490G00015261","490G00015261","Tudor Gardens",520372,186720
"1770","490G00006005","490G00006005","Deanscroft Avenue",520474,187022
"1771","490G00009002","490G00009002","Lavender Avenue",520507,187362
"1772","490G00011327","490G00011327","Queensbury Road",520495,187702
"1773","490G00012201","490G00012201","Slough Lane",520466,188143
"1774","490G00008761","490G00008761","Kingsbury Green",520485,188480
"1775","490G00005271","490G00005271","Church Lane",520588,188545
"1776","490G00013758","490G00013758","Townsend Lane",520921,188502
"1777","490G00014469","490G00014469","Edgware Road / The Hyde",521382,188696
"1778","490G00008152","490G00008152","Highfield Avenue",524284,188149
"1779","490G00087GB","490G00087GB","Golders Green Station",525254,187439
"1780","490G00005929","490G00005929","Dagnam Park Square",555455,192020
"1781","490G00012054","490G00012054","Sheffield Drive",555403,192137
"1782","490G00011997","490G00011997","Settle Road",555193,192335
"1783","490G00011971","490G00011971","Sedgefield Crescent",554836,192440
"1784","490G00007799","490G00007799","Harkness Close",554462,192391
"1785","490G00004473","490G00004473","Brookside School",554127,192327
"1786","490G00005187","490G00005187","Chippenham Road",553888,192247
"1787","490G00006762","490G00006762","Hilldene Avenue Shopping Centre",553685,192158
"1788","490G00004992","490G00004992","Chatteris Avenue",553366,191976
"1789","490G00012895","490G00012895","Charlbury Crescent",553132,191877
"1790","490G00007354","490G00007354","Grange Road",553147,191689
"1791","490G00010143","490G00010143","Myrtle Road",553193,191504
"1792","490G00008036","490G00008036","Heaton Avenue",553277,191172
"1793","490G00006742","490G00006742","Masefield Crescent",553357,190864
"1794","490G00007095","490G00007095","Gallows Corner",553407,190641
"1795","490G00013930","490G00013930","Upper Brentwood Road",553247,190386
"1796","490G00004837","490G00004837","Castellan Avenue",553066,190140
"1797","490G00003558","490G00003558","Balgores Lane",552567,189833
"1798","490G00011529","490G00011529","Repton Avenue",552133,189646
"1799","490G00011426","490G00011426","Raphael Park",551890,189453
"1800","490G00010974","490G00010974","Pettits Lane",551694,189301
"1801","490G00009810","490G00009810","Mercury Gardens",551506,188956
"1802","490G00010407","490G00010407","North Street",551003,188972
"1803","490G00009721","490G00009721","Mawney Road",550968,188720
"1804","490G00005628","490G00005628","Cotleigh Road",550754,188458
"1805","490G00011547","490G00011547","Richards Avenue",550363,188359
"1806","490G00011663","490G00011663","Romford Stadium",550031,188400
"1807","490G00008599","490G00008599","Jutsums Lane",549706,188369
"1808","490G00012662","490G00012662","St Edward's / C Of E Academy",549281,188272
"1809","490G00007659","490G00007659","Albany Road",548787,188162
"1810","490G00014546","490G00014546","Whalebone Lane",548607,188110
"1811","490G00003449","490G00003449","Farrance Road",548362,188072
"1812","490G00009910","490G00009910","St Chad's Road",548087,188023
"1813","490G00008541","490G00008541","Japan Road",547847,187948
"1814","490G00014196","490G00014196","Wangey Road",547561,187839
"1815","490G00010000","490G00010000","Montpelier Gardens",547285,187736
"1816","490G00007290","490G00007290","Goodmayes Retail Park",546886,187600
"1817","490G00014851","490G00014851","Goodmayes Tesco",546586,187495
"1818","490G00019007","490G00019007","Goodmayes Road / Goodmayes Station",546265,187384
"1819","490G00014539","490G00014539","Roman Catholic Church Of St Cedd",546032,187298
"1820","490G00005133","490G00005133","Chester Road",545807,187216
"1821","490G01246B","490G01246B","Seven Kings Station",545576,187140
"1822","490G00010256","490G00010256","New Road",545247,187010
"1823","490G00011999","490G00011999","Ilford Fire Station",544928,186893
"1824","490G00006990","490G00006990","Connaught Road",544644,186781
"1825","490G00007466","490G00007466","St Peter & St Paul Church",544503,186730
"1826","490G00008469","490G00008469","Winston Way Primary School",544334,186593
"1827","490G000604","490G000604","Ilford Broadway",543642,186422
"1828","490G00006059","490G00006059","Dersingham Avenue",543042,186069
"1829","490G00012414","490G00012414","Sprowston Road",540367,184967
"1830","490G00008915","490G00008915","Lambeth Bridge",530254,178705
"1831","490GA00011","490GA00011","Tate Britain / Millbank Millen'M Pier",530187,178526
