from,to,line,latitude.x,longitude.x,name.x,display_name.x,zone.x,total_lines.x,rail.x,latitude.y,longitude.y,name.y,display_name.y,zone.y,total_lines.y,rail.y,geometry
110,209,4,51.4936,-0.2251,Hammersmith,NULL,2,3,0,51.4942,-0.2359,Ravenscourt Park,Ravenscourt<br />Park,2,1,0,"(-0.225100 51.493600, -0.235900 51.494200)"
122,186,4,51.5009,-0.1925,High Street Kensington,High<br />Street<br />Kensington,1,2,0,51.5094,-0.1967,Notting Hill Gate,Notting<br />Hill Gate,1.5,3,0,"(-0.192500 51.500900, -0.196700 51.509400)"
129,268,4,51.5539,0.2184,Hornchurch,NULL,6,1,0,51.5582,0.2343,Upminster Bridge,Upminster<br />Bridge,6,1,0,"(0.218400 51.553900, 0.234300 51.558200)"
141,213,4,51.477,-0.285,Kew Gardens,Kew<br />Gardens,3.5,1,0,51.4633,-0.3013,Richmond,NULL,4,1,1,"(-0.285000 51.477000, -0.301300 51.463300)"
164,244,4,51.5249,-0.0332,Mile End,Mile<br />End,2,3,0,51.5221,-0.047,Stepney Green,Stepney<br />Green,2,2,0,"(-0.033200 51.524900, -0.047000 51.522100)"
166,263,4,51.5108,-0.0863,Monument,NULL,1,2,0,51.5098,-0.0766,Tower Hill,Tower<br />Hill,1,2,0,"(-0.086300 51.510800, -0.076600 51.509800)"
195,205,4,51.4753,-0.2011,Parsons Green,Parsons<br />Green,2,1,0,51.4682,-0.2089,Putney Bridge,Putney<br />Bridge,2,1,0,"(-0.201100 51.475300, -0.208900 51.468200)"
200,270,4,51.5313,0.0172,Plaistow,NULL,3,2,0,51.5352,0.0343,Upton Park,Upton<br />Park,3,2,0,"(0.017200 51.531300, 0.034300 51.535200)"
200,289,4,51.5313,0.0172,Plaistow,NULL,3,2,0,51.5287,0.0056,West Ham,West<br />Ham,2.5,3,1,"(0.017200 51.531300, 0.005600 51.528700)"
209,242,4,51.4942,-0.2359,Ravenscourt Park,Ravenscourt<br />Park,2,1,0,51.495,-0.2459,Stamford Brook,Stamford<br />Brook,2,1,0,"(-0.235900 51.494200, -0.245900 51.495000)"
229,236,4,51.4924,-0.1565,Sloane Square,Sloane<br />Square,1,2,0,51.4941,-0.1738,South Kensington,South<br />Kensington,1,3,0,"(-0.156500 51.492400, -0.173800 51.494100)"
229,273,4,51.4924,-0.1565,Sloane Square,Sloane<br />Square,1,2,0,51.4965,-0.1447,Victoria,NULL,1,3,1,"(-0.156500 51.492400, -0.144700 51.496500)"
231,300,4,51.4454,-0.2066,Southfields,NULL,3,1,0,51.4343,-0.1992,Wimbledon Park,Wimbledon<br />Park,3,1,0,"(-0.206600 51.445400, -0.199200 51.434300)"
242,265,4,51.495,-0.2459,Stamford Brook,Stamford<br />Brook,2,1,0,51.4951,-0.2547,Turnham Green,Turnham<br />Green,2.5,2,0,"(-0.245900 51.495000, -0.254700 51.495100)"
244,295,4,51.5221,-0.047,Stepney Green,Stepney<br />Green,2,2,0,51.5194,-0.0612,Whitechapel,NULL,2,3,0,"(-0.047000 51.522100, -0.061200 51.519400)"
248,273,4,51.4994,-0.1335,St. James's Park,St. James's<br />Park,1,2,0,51.4965,-0.1447,Victoria,NULL,1,3,1,"(-0.133500 51.499400, -0.144700 51.496500)"
248,285,4,51.4994,-0.1335,St. James's Park,St. James's<br />Park,1,2,0,51.501,-0.1254,Westminster,NULL,1,3,0,"(-0.133500 51.499400, -0.125400 51.501000)"
267,268,4,51.559,0.251,Upminster,NULL,6,1,1,51.5582,0.2343,Upminster Bridge,Upminster<br />Bridge,6,1,0,"(0.251000 51.559000, 0.234300 51.558200)"
299,300,4,51.4214,-0.2064,Wimbledon,NULL,3,1,1,51.4343,-0.1992,Wimbledon Park,Wimbledon<br />Park,3,1,0,"(-0.206400 51.421400, -0.199200 51.434300)"
41,216,5,51.4982,-0.0502,Canada Water,Canada<br />Water,2,2,0,51.501,-0.0525,Rotherhithe,NULL,2,1,0,"(-0.050200 51.498200, -0.052500 51.501000)"
41,253,5,51.4982,-0.0502,Canada Water,Canada<br />Water,2,2,0,51.4933,-0.0478,Surrey Quays,Surrey<br />Quays,2,1,0,"(-0.050200 51.498200, -0.047800 51.493300)"
174,253,5,51.4767,-0.0327,New Cross,New<br />Cross,2,1,1,51.4933,-0.0478,Surrey Quays,Surrey<br />Quays,2,1,0,"(-0.032700 51.476700, -0.047800 51.493300)"
175,253,5,51.4757,-0.0402,New Cross Gate,New<br />Cross<br />Gate,2,1,1,51.4933,-0.0478,Surrey Quays,Surrey<br />Quays,2,1,0,"(-0.040200 51.475700, -0.047800 51.493300)"
216,276,5,51.501,-0.0525,Rotherhithe,NULL,2,1,0,51.5043,-0.0558,Wapping,NULL,2,1,0,"(-0.052500 51.501000, -0.055800 51.504300)"
225,276,5,51.5117,-0.056,Shadwell,NULL,2,2,0,51.5043,-0.0558,Wapping,NULL,2,1,0,"(-0.056000 51.511700, -0.055800 51.504300)"
225,295,5,51.5117,-0.056,Shadwell,NULL,2,2,0,51.5194,-0.0612,Whitechapel,NULL,2,3,0,"(-0.056000 51.511700, -0.061200 51.519400)"
228,295,5,51.5227,-0.0708,Shoreditch,NULL,2,1,0,51.5194,-0.0612,Whitechapel,NULL,2,3,0,"(-0.070800 51.522700, -0.061200 51.519400)"
3,156,6,51.5154,-0.0726,Aldgate East,Aldgate<br />East,1,2,0,51.5178,-0.0823,Liverpool Street,Liverpool<br />Street,1,4,1,"(-0.072600 51.515400, -0.082300 51.517800)"
3,295,6,51.5154,-0.0726,Aldgate East,Aldgate<br />East,1,2,0,51.5194,-0.0612,Whitechapel,NULL,2,3,0,"(-0.072600 51.515400, -0.061200 51.519400)"
11,83,6,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5203,-0.17,Edgware Road (C),Edgware<br />Road,1,3,0,"(-0.157100 51.522600, -0.170000 51.520300)"
11,104,6,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5238,-0.1439,Great Portland Street,Great<br />Portland<br />Street,1,3,0,"(-0.157100 51.522600, -0.143900 51.523800)"
14,92,6,51.5204,-0.0979,Barbican,NULL,1,3,0,51.5203,-0.1053,Farringdon,NULL,1,3,1,"(-0.097900 51.520400, -0.105300 51.520300)"
14,167,6,51.5204,-0.0979,Barbican,NULL,1,3,0,51.5186,-0.0886,Moorgate,NULL,1,4,1,"(-0.097900 51.520400, -0.088600 51.518600)"
15,78,6,51.5396,0.081,Barking,NULL,4,2,1,51.5394,0.0518,East Ham,East<br />Ham,3.5,2,0,"(0.081000 51.539600, 0.051800 51.539400)"
33,36,6,51.5269,-0.0247,Bow Road,Bow<br />Road,2,2,0,51.5248,-0.0119,Bromley-By-Bow,NULL,2.5,2,0,"(-0.024700 51.526900, -0.011900 51.524800)"
33,164,6,51.5269,-0.0247,Bow Road,Bow<br />Road,2,2,0,51.5249,-0.0332,Mile End,Mile<br />End,2,3,0,"(-0.024700 51.526900, -0.033200 51.524900)"
36,289,6,51.5248,-0.0119,Bromley-By-Bow,NULL,2.5,2,0,51.5287,0.0056,West Ham,West<br />Ham,2.5,3,1,"(-0.011900 51.524800, 0.005600 51.528700)"
78,270,6,51.5394,0.0518,East Ham,East<br />Ham,3.5,2,0,51.5352,0.0343,Upton Park,Upton<br />Park,3,2,0,"(0.051800 51.539400, 0.034300 51.535200)"
83,193,6,51.5203,-0.17,Edgware Road (C),Edgware<br />Road,1,3,0,51.5154,-0.1755,Paddington,NULL,1,4,1,"(-0.170000 51.520300, -0.175500 51.515400)"
90,104,6,51.526,-0.1359,Euston Square,Euston<br />Square,1,3,0,51.5238,-0.1439,Great Portland Street,Great<br />Portland<br />Street,1,3,0,"(-0.135900 51.526000, -0.143900 51.523800)"
90,145,6,51.526,-0.1359,Euston Square,Euston<br />Square,1,3,0,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.135900 51.526000, -0.123800 51.530800)"
92,145,6,51.5203,-0.1053,Farringdon,NULL,1,3,1,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.105300 51.520300, -0.123800 51.530800)"
101,110,6,51.5018,-0.2267,Goldhawk Road,Goldhawk<br />Road,2,1,0,51.4936,-0.2251,Hammersmith,NULL,2,3,0,"(-0.226700 51.501800, -0.225100 51.493600)"
101,227,6,51.5018,-0.2267,Goldhawk Road,Goldhawk<br />Road,2,1,0,51.5058,-0.2265,Shepherd's Bush (H),Shepherd's<br />Bush,2,1,0,"(-0.226700 51.501800, -0.226500 51.505800)"
147,150,6,51.5172,-0.2107,Ladbroke Grove,Ladbroke<br />Grove,2,1,0,51.5139,-0.2172,Latimer Road,Latimer<br />Road,2,1,0,"(-0.210700 51.517200, -0.217200 51.513900)"
147,283,6,51.5172,-0.2107,Ladbroke Grove,Ladbroke<br />Grove,2,1,0,51.521,-0.2011,Westbourne Park,Westbourne<br />Park,2,1,0,"(-0.210700 51.517200, -0.201100 51.521000)"
150,227,6,51.5139,-0.2172,Latimer Road,Latimer<br />Road,2,1,0,51.5058,-0.2265,Shepherd's Bush (H),Shepherd's<br />Bush,2,1,0,"(-0.217200 51.513900, -0.226500 51.505800)"
150,309,6,51.5139,-0.2172,Latimer Road,Latimer<br />Road,2,1,0,51.510031,-0.224301,Wood Lane,Wood<br />Lane,2,2,0,"(-0.217200 51.513900, -0.224301 51.510031)"
156,167,6,51.5178,-0.0823,Liverpool Street,Liverpool<br />Street,1,4,1,51.5186,-0.0886,Moorgate,NULL,1,4,1,"(-0.082300 51.517800, -0.088600 51.518600)"
164,244,6,51.5249,-0.0332,Mile End,Mile<br />End,2,3,0,51.5221,-0.047,Stepney Green,Stepney<br />Green,2,2,0,"(-0.033200 51.524900, -0.047000 51.522100)"
193,218,6,51.5154,-0.1755,Paddington,NULL,1,4,1,51.519,-0.188,Royal Oak,Royal<br />Oak,2,1,0,"(-0.175500 51.515400, -0.188000 51.519000)"
200,270,6,51.5313,0.0172,Plaistow,NULL,3,2,0,51.5352,0.0343,Upton Park,Upton<br />Park,3,2,0,"(0.017200 51.531300, 0.034300 51.535200)"
200,289,6,51.5313,0.0172,Plaistow,NULL,3,2,0,51.5287,0.0056,West Ham,West<br />Ham,2.5,3,1,"(0.017200 51.531300, 0.005600 51.528700)"
218,283,6,51.519,-0.188,Royal Oak,Royal<br />Oak,2,1,0,51.521,-0.2011,Westbourne Park,Westbourne<br />Park,2,1,0,"(-0.188000 51.519000, -0.201100 51.521000)"
244,295,6,51.5221,-0.047,Stepney Green,Stepney<br />Green,2,2,0,51.5194,-0.0612,Whitechapel,NULL,2,3,0,"(-0.047000 51.522100, -0.061200 51.519400)"
309,227,6,51.510031,-0.224301,Wood Lane,Wood<br />Lane,2,2,0,51.5058,-0.2265,Shepherd's Bush (H),Shepherd's<br />Bush,2,1,0,"(-0.224301 51.510031, -0.226500 51.505800)"
11,28,7,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5142,-0.1494,Bond Street,Bond<br />Street,1,2,0,"(-0.157100 51.522600, -0.149400 51.514200)"
11,249,7,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5347,-0.174,St. John's Wood,St. John's<br />Wood,2,1,0,"(-0.157100 51.522600, -0.174000 51.534700)"
23,41,7,51.4979,-0.0637,Bermondsey,NULL,2,1,0,51.4982,-0.0502,Canada Water,Canada<br />Water,2,2,0,"(-0.063700 51.497900, -0.050200 51.498200)"
23,157,7,51.4979,-0.0637,Bermondsey,NULL,2,1,0,51.5052,-0.0864,London Bridge,London<br />Bridge,1,2,1,"(-0.063700 51.497900, -0.086400 51.505200)"
28,107,7,51.5142,-0.1494,Bond Street,Bond<br />Street,1,2,0,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,"(-0.149400 51.514200, -0.142800 51.506700)"
41,42,7,51.4982,-0.0502,Canada Water,Canada<br />Water,2,2,0,51.5051,-0.0209,Canary Wharf,Canary<br />Wharf,2,2,0,"(-0.050200 51.498200, -0.020900 51.505100)"
42,183,7,51.5051,-0.0209,Canary Wharf,Canary<br />Wharf,2,2,0,51.5005,0.0039,North Greenwich,North<br />Greenwich,2.5,1,0,"(-0.020900 51.505100, 0.003900 51.500500)"
43,183,7,51.5147,0.0082,Canning Town,Canning<br />Town,2.5,2,1,51.5005,0.0039,North Greenwich,North<br />Greenwich,2.5,1,0,"(0.008200 51.514700, 0.003900 51.500500)"
43,289,7,51.5147,0.0082,Canning Town,Canning<br />Town,2.5,2,1,51.5287,0.0056,West Ham,West<br />Ham,2.5,3,1,"(0.008200 51.514700, 0.005600 51.528700)"
45,207,7,51.6078,-0.2947,Canons Park,Canons<br />Park,5,1,0,51.5942,-0.2861,Queensbury,NULL,4,1,0,"(-0.294700 51.607800, -0.286100 51.594200)"
45,243,7,51.6078,-0.2947,Canons Park,Canons<br />Park,5,1,0,51.6194,-0.3028,Stanmore,NULL,5,1,0,"(-0.294700 51.607800, -0.302800 51.619400)"
71,172,7,51.552,-0.2387,Dollis Hill,Dollis<br />Hill,3,1,0,51.5542,-0.2503,Neasden,NULL,3,1,0,"(-0.238700 51.552000, -0.250300 51.554200)"
71,297,7,51.552,-0.2387,Dollis Hill,Dollis<br />Hill,3,1,0,51.5492,-0.2215,Willesden Green,Willesden<br />Green,2.5,1,0,"(-0.238700 51.552000, -0.221500 51.549200)"
94,254,7,51.5472,-0.1803,Finchley Road,Finchley<br />Road,2,2,0,51.5432,-0.1738,Swiss Cottage,Swiss<br />Cottage,2,2,0,"(-0.180300 51.547200, -0.173800 51.543200)"
94,290,7,51.5472,-0.1803,Finchley Road,Finchley<br />Road,2,2,0,51.5469,-0.1906,West Hampstead,West<br />Hampstead,2,1,1,"(-0.180300 51.547200, -0.190600 51.546900)"
107,285,7,51.5067,-0.1428,Green Park,Green<br />Park,1,3,0,51.501,-0.1254,Westminster,NULL,1,3,0,"(-0.142800 51.506700, -0.125400 51.501000)"
142,290,7,51.5471,-0.2047,Kilburn,NULL,2,1,0,51.5469,-0.1906,West Hampstead,West<br />Hampstead,2,1,1,"(-0.204700 51.547100, -0.190600 51.546900)"
142,297,7,51.5471,-0.2047,Kilburn,NULL,2,1,0,51.5492,-0.2215,Willesden Green,Willesden<br />Green,2.5,1,0,"(-0.204700 51.547100, -0.221500 51.549200)"
144,207,7,51.5846,-0.2786,Kingsbury,NULL,4,1,0,51.5942,-0.2861,Queensbury,NULL,4,1,0,"(-0.278600 51.584600, -0.286100 51.594200)"
144,282,7,51.5846,-0.2786,Kingsbury,NULL,4,1,0,51.5635,-0.2795,Wembley Park,Wembley<br />Park,4,2,0,"(-0.278600 51.584600, -0.279500 51.563500)"
157,233,7,51.5052,-0.0864,London Bridge,London<br />Bridge,1,2,1,51.504,-0.1052,Southwark,NULL,1,1,0,"(-0.086400 51.505200, -0.105200 51.504000)"
172,282,7,51.5542,-0.2503,Neasden,NULL,3,1,0,51.5635,-0.2795,Wembley Park,Wembley<br />Park,4,2,0,"(-0.250300 51.554200, -0.279500 51.563500)"
233,279,7,51.504,-0.1052,Southwark,NULL,1,1,0,51.5036,-0.1143,Waterloo,NULL,1,4,1,"(-0.105200 51.504000, -0.114300 51.503600)"
247,289,7,51.5416,-0.0042,Stratford,NULL,2.5,3,1,51.5287,0.0056,West Ham,West<br />Ham,2.5,3,1,"(-0.004200 51.541600, 0.005600 51.528700)"
249,254,7,51.5347,-0.174,St. John's Wood,St. John's<br />Wood,2,1,0,51.5432,-0.1738,Swiss Cottage,Swiss<br />Cottage,2,2,0,"(-0.174000 51.534700, -0.173800 51.543200)"
279,285,7,51.5036,-0.1143,Waterloo,NULL,1,4,1,51.501,-0.1254,Westminster,NULL,1,3,0,"(-0.114300 51.503600, -0.125400 51.501000)"
2,156,8,51.5143,-0.0755,Aldgate,NULL,1,2,0,51.5178,-0.0823,Liverpool Street,Liverpool<br />Street,1,4,1,"(-0.075500 51.514300, -0.082300 51.517800)"
6,46,8,51.6736,-0.607,Amersham,NULL,9,1,1,51.6679,-0.561,Chalfont & Latimer,Chalfont &<br />Latimer,8,1,1,"(-0.607000 51.673600, -0.561000 51.667900)"
11,94,8,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5472,-0.1803,Finchley Road,Finchley<br />Road,2,2,0,"(-0.157100 51.522600, -0.180300 51.547200)"
11,104,8,51.5226,-0.1571,Baker Street,Baker<br />Street,1,5,0,51.5238,-0.1439,Great Portland Street,Great<br />Portland<br />Street,1,3,0,"(-0.157100 51.522600, -0.143900 51.523800)"
14,92,8,51.5204,-0.0979,Barbican,NULL,1,3,0,51.5203,-0.1053,Farringdon,NULL,1,3,1,"(-0.097900 51.520400, -0.105300 51.520300)"
14,167,8,51.5204,-0.0979,Barbican,NULL,1,3,0,51.5186,-0.0886,Moorgate,NULL,1,4,1,"(-0.097900 51.520400, -0.088600 51.518600)"
46,50,8,51.6679,-0.561,Chalfont & Latimer,Chalfont &<br />Latimer,8,1,1,51.7052,-0.611,Chesham,NULL,9,1,0,"(-0.561000 51.667900, -0.611000 51.705200)"
46,53,8,51.6679,-0.561,Chalfont & Latimer,Chalfont &<br />Latimer,8,1,1,51.6543,-0.5183,Chorleywood,NULL,7,1,0,"(-0.561000 51.667900, -0.518300 51.654300)"
53,214,8,51.6543,-0.5183,Chorleywood,NULL,7,1,0,51.6404,-0.4733,Rickmansworth,NULL,7,1,0,"(-0.518300 51.654300, -0.473300 51.640400)"
62,168,8,51.647,-0.4412,Croxley,NULL,7,1,0,51.6294,-0.432,Moor Park,Moor<br />Park,6.5,1,0,"(-0.441200 51.647000, -0.432000 51.629400)"
62,280,8,51.647,-0.4412,Croxley,NULL,7,1,0,51.6573,-0.4177,Watford,NULL,7,1,0,"(-0.441200 51.647000, -0.417700 51.657300)"
75,210,8,51.5765,-0.397,Eastcote,NULL,5,2,0,51.5753,-0.3714,Rayners Lane,Rayners<br />Lane,5,2,0,"(-0.397000 51.576500, -0.371400 51.575300)"
75,222,8,51.5765,-0.397,Eastcote,NULL,5,2,0,51.5732,-0.4125,Ruislip Manor,Ruislip<br />Manor,6,2,0,"(-0.397000 51.576500, -0.412500 51.573200)"
90,104,8,51.526,-0.1359,Euston Square,Euston<br />Square,1,3,0,51.5238,-0.1439,Great Portland Street,Great<br />Portland<br />Street,1,3,0,"(-0.135900 51.526000, -0.143900 51.523800)"
90,145,8,51.526,-0.1359,Euston Square,Euston<br />Square,1,3,0,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.135900 51.526000, -0.123800 51.530800)"
92,145,8,51.5203,-0.1053,Farringdon,NULL,1,3,1,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.105300 51.520300, -0.123800 51.530800)"
94,282,8,51.5472,-0.1803,Finchley Road,Finchley<br />Road,2,2,0,51.5635,-0.2795,Wembley Park,Wembley<br />Park,4,2,0,"(-0.180300 51.547200, -0.279500 51.563500)"
115,178,8,51.5793,-0.3366,Harrow-on-the-Hill,Harrow-<br />on-the-Hill,5,1,1,51.5784,-0.3184,Northwick Park,Northwick<br />Park,4,1,0,"(-0.336600 51.579300, -0.318400 51.578400)"
115,184,8,51.5793,-0.3366,Harrow-on-the-Hill,Harrow-<br />on-the-Hill,5,1,1,51.5846,-0.3626,North Harrow,North<br />Harrow,5,1,0,"(-0.336600 51.579300, -0.362600 51.584600)"
115,291,8,51.5793,-0.3366,Harrow-on-the-Hill,Harrow-<br />on-the-Hill,5,1,1,51.5795,-0.3533,West Harrow,West<br />Harrow,5,1,0,"(-0.336600 51.579300, -0.353300 51.579500)"
125,134,8,51.5538,-0.4499,Hillingdon,NULL,6,2,0,51.5619,-0.4421,Ickenham,NULL,6,2,0,"(-0.449900 51.553800, -0.442100 51.561900)"
125,271,8,51.5538,-0.4499,Hillingdon,NULL,6,2,0,51.5463,-0.4786,Uxbridge,NULL,6,2,0,"(-0.449900 51.553800, -0.478600 51.546300)"
134,220,8,51.5619,-0.4421,Ickenham,NULL,6,2,0,51.5715,-0.4213,Ruislip,NULL,6,2,0,"(-0.442100 51.561900, -0.421300 51.571500)"
156,167,8,51.5178,-0.0823,Liverpool Street,Liverpool<br />Street,1,4,1,51.5186,-0.0886,Moorgate,NULL,1,4,1,"(-0.082300 51.517800, -0.088600 51.518600)"
168,179,8,51.6294,-0.432,Moor Park,Moor<br />Park,6.5,1,0,51.6111,-0.424,Northwood,NULL,6,1,0,"(-0.432000 51.629400, -0.424000 51.611100)"
168,214,8,51.6294,-0.432,Moor Park,Moor<br />Park,6.5,1,0,51.6404,-0.4733,Rickmansworth,NULL,7,1,0,"(-0.432000 51.629400, -0.473300 51.640400)"
178,202,8,51.5784,-0.3184,Northwick Park,Northwick<br />Park,4,1,0,51.572,-0.2954,Preston Road,Preston<br />Road,4,1,0,"(-0.318400 51.578400, -0.295400 51.572000)"
179,180,8,51.6111,-0.424,Northwood,NULL,6,1,0,51.6004,-0.4092,Northwood Hills,Northwood<br />Hills,6,1,0,"(-0.424000 51.611100, -0.409200 51.600400)"
180,199,8,51.6004,-0.4092,Northwood Hills,Northwood<br />Hills,6,1,0,51.5926,-0.3805,Pinner,NULL,5,1,0,"(-0.409200 51.600400, -0.380500 51.592600)"
184,199,8,51.5846,-0.3626,North Harrow,North<br />Harrow,5,1,0,51.5926,-0.3805,Pinner,NULL,5,1,0,"(-0.362600 51.584600, -0.380500 51.592600)"
202,282,8,51.572,-0.2954,Preston Road,Preston<br />Road,4,1,0,51.5635,-0.2795,Wembley Park,Wembley<br />Park,4,2,0,"(-0.295400 51.572000, -0.279500 51.563500)"
210,291,8,51.5753,-0.3714,Rayners Lane,Rayners<br />Lane,5,2,0,51.5795,-0.3533,West Harrow,West<br />Harrow,5,1,0,"(-0.371400 51.575300, -0.353300 51.579500)"
220,222,8,51.5715,-0.4213,Ruislip,NULL,6,2,0,51.5732,-0.4125,Ruislip Manor,Ruislip<br />Manor,6,2,0,"(-0.421300 51.571500, -0.412500 51.573200)"
7,145,9,51.5322,-0.1058,Angel,NULL,1,1,0,51.5308,-0.1238,King's Cross St. Pancras,King's Cross<br />St. Pancras,1,6,1,"(-0.105800 51.532200, -0.123800 51.530800)"
7,188,9,51.5322,-0.1058,Angel,NULL,1,1,0,51.5263,-0.0873,Old Street,Old<br />Street,1,1,1,"(-0.105800 51.532200, -0.087300 51.526300)"
8,124,9,51.5653,-0.1353,Archway,NULL,2.5,1,0,51.5777,-0.1458,Highgate,NULL,3,1,0,"(-0.135300 51.565300, -0.145800 51.577700)"
8,264,9,51.5653,-0.1353,Archway,NULL,2.5,1,0,51.5567,-0.1374,Tufnell Park,Tufnell<br />Park,2,1,0,"(-0.135300 51.565300, -0.137400 51.556700)"
12,56,9,51.4431,-0.1525,Balham,NULL,3,1,1,51.4527,-0.148,Clapham South,Clapham<br />South,2.5,1,0,"(-0.152500 51.443100, -0.148000 51.452700)"
12,257,9,51.4431,-0.1525,Balham,NULL,3,1,1,51.4361,-0.1598,Tooting Bec,Tooting<br />Bec,3,1,0,"(-0.152500 51.443100, -0.159800 51.436100)"
13,157,9,51.5133,-0.0886,Bank,NULL,1,4,0,51.5052,-0.0864,London Bridge,London<br />Bridge,1,2,1,"(-0.088600 51.513300, -0.086400 51.505200)"
13,167,9,51.5133,-0.0886,Bank,NULL,1,4,0,51.5186,-0.0886,Moorgate,NULL,1,4,1,"(-0.088600 51.513300, -0.088600 51.518600)"
22,47,9,51.5504,-0.1642,Belsize Park,Belsize<br />Park,2,1,0,51.5441,-0.1538,Chalk Farm,Chalk<br />Farm,2,1,0,"(-0.164200 51.550400, -0.153800 51.544100)"
22,111,9,51.5504,-0.1642,Belsize Park,Belsize<br />Park,2,1,0,51.5568,-0.178,Hampstead,NULL,2.5,1,0,"(-0.164200 51.550400, -0.178000 51.556800)"
29,84,9,51.5011,-0.0943,Borough,NULL,1,1,0,51.4943,-0.1001,Elephant & Castle,Elephant &<br />Castle,1.5,2,1,"(-0.094300 51.501100, -0.100100 51.494300)"
29,157,9,51.5011,-0.0943,Borough,NULL,1,1,0,51.5052,-0.0864,London Bridge,London<br />Bridge,1,2,1,"(-0.094300 51.501100, -0.086400 51.505200)"
34,100,9,51.5766,-0.2136,Brent Cross,Brent<br />Cross,3,1,0,51.5724,-0.1941,Golders Green,Golders<br />Green,3,1,0,"(-0.213600 51.576600, -0.194100 51.572400)"
34,119,9,51.5766,-0.2136,Brent Cross,Brent<br />Cross,3,1,0,51.5829,-0.2259,Hendon Central,Hendon<br />Central,3.5,1,0,"(-0.213600 51.576600, -0.225900 51.582900)"
38,58,9,51.6028,-0.2641,Burnt Oak,Burnt<br />Oak,4,1,0,51.5955,-0.2502,Colindale,NULL,4,1,0,"(-0.264100 51.602800, -0.250200 51.595500)"
38,81,9,51.6028,-0.2641,Burnt Oak,Burnt<br />Oak,4,1,0,51.6137,-0.275,Edgware,NULL,5,1,0,"(-0.264100 51.602800, -0.275000 51.613700)"
40,47,9,51.5392,-0.1426,Camden Town,Camden<br />Town,2,1,0,51.5441,-0.1538,Chalk Farm,Chalk<br />Farm,2,1,0,"(-0.142600 51.539200, -0.153800 51.544100)"
40,89,9,51.5392,-0.1426,Camden Town,Camden<br />Town,2,1,0,51.5282,-0.1337,Euston,NULL,1,2,1,"(-0.142600 51.539200, -0.133700 51.528200)"
40,139,9,51.5392,-0.1426,Camden Town,Camden<br />Town,2,1,0,51.5507,-0.1402,Kentish Town,Kentish<br />Town,2,1,1,"(-0.142600 51.539200, -0.140200 51.550700)"
40,170,9,51.5392,-0.1426,Camden Town,Camden<br />Town,2,1,0,51.5342,-0.1387,Mornington Crescent,Mornington<br />Crescent,2,1,0,"(-0.142600 51.539200, -0.138700 51.534200)"
49,87,9,51.508,-0.1247,Charing Cross,Charing<br />Cross,1,2,1,51.5074,-0.1223,Embankment,NULL,1,4,0,"(-0.124700 51.508000, -0.122300 51.507400)"
49,151,9,51.508,-0.1247,Charing Cross,Charing<br />Cross,1,2,1,51.5113,-0.1281,Leicester Square,Leicester<br />Square,1,2,0,"(-0.124700 51.508000, -0.128100 51.511300)"
54,55,9,51.4618,-0.1384,Clapham Common,Clapham<br />Common,2,1,0,51.4649,-0.1299,Clapham North,Clapham<br />North,2,1,0,"(-0.138400 51.461800, -0.129900 51.464900)"
54,56,9,51.4618,-0.1384,Clapham Common,Clapham<br />Common,2,1,0,51.4527,-0.148,Clapham South,Clapham<br />South,2.5,1,0,"(-0.138400 51.461800, -0.148000 51.452700)"
55,245,9,51.4649,-0.1299,Clapham North,Clapham<br />North,2,1,0,51.4723,-0.123,Stockwell,NULL,2,2,0,"(-0.129900 51.464900, -0.123000 51.472300)"
58,119,9,51.5955,-0.2502,Colindale,NULL,4,1,0,51.5829,-0.2259,Hendon Central,Hendon<br />Central,3.5,1,0,"(-0.250200 51.595500, -0.225900 51.582900)"
59,240,9,51.418,-0.1778,Colliers Wood,Colliers<br />Wood,3,1,0,51.4154,-0.1919,South Wimbledon,South<br />Wimbledon,3.5,1,0,"(-0.177800 51.418000, -0.191900 51.415400)"
59,258,9,51.418,-0.1778,Colliers Wood,Colliers<br />Wood,3,1,0,51.4275,-0.168,Tooting Broadway,Tooting<br />Broadway,3,1,0,"(-0.177800 51.418000, -0.168000 51.427500)"
77,93,9,51.5874,-0.165,East Finchley,East<br />Finchley,3,1,0,51.6012,-0.1932,Finchley Central,Finchley<br />Central,4,1,0,"(-0.165000 51.587400, -0.193200 51.601200)"
77,124,9,51.5874,-0.165,East Finchley,East<br />Finchley,3,1,0,51.5777,-0.1458,Highgate,NULL,3,1,0,"(-0.165000 51.587400, -0.145800 51.577700)"
