name	highway	maxheight	@lat	@lon
			51.5733686	-0.2955989
			51.5733697	-0.2960811
			51.5733728	-0.2958521
			51.5765472	-0.3083209
			51.5149321	-0.2165332
			51.5228986	-0.1380369
			51.5081473	0.0391861
			51.4636539	0.1821010
			51.4638332	0.1821272
			51.4638965	0.1820872
			51.4587911	0.1986332
			51.4590059	0.1994334
			51.4590301	0.1996109
			51.5424199	0.0046631
			51.5422895	0.0046711
			51.5231579	-0.1386742
			51.5145163	-0.1725358
			51.5144547	-0.1726460
			51.5118466	-0.0999938
			51.5118466	-0.1000394
			51.5177417	-0.1341212
			51.5177908	-0.1339883
			51.5179337	-0.1357851
			51.5179690	-0.1356466
			51.4951785	0.0621301
			51.6473884	-0.0743436
			51.5095994	-0.2245366
			51.4727718	-0.1767892
			51.5418638	-0.1356349
			51.5416788	-0.1354259
			51.5104437	-0.0289829
			51.4844609	0.1729117
			51.4844863	0.1731292
			51.5020566	-0.1528077
			51.5520485	0.0252956
			51.5203700	-0.1359262
			51.5208364	-0.1363923
			51.5209356	-0.1365017
			51.4940470	-0.1556642
			51.4941031	-0.1555772
			51.5112932	-0.0686861
			51.3690329	-0.2953021
			51.5272881	-0.0368241
			51.4725700	-0.1769439
			51.4722981	-0.1770729
			51.4722654	-0.1769531
			51.4721038	-0.1770517
			51.4721082	-0.1771204
			51.4725493	-0.1768355
			51.5202087	-0.0954867
			51.5203920	-0.0955744
			51.4631870	-0.1126425
			51.5514769	-0.0174216
			51.5515629	-0.0174477
			51.5513676	-0.0173957
			51.5467354	-0.2041792
			51.5149059	-0.1770194
			51.5149681	-0.1771110
			51.3634254	-0.3011434
	crossing		51.4947809	-0.2727576
	crossing		51.4953980	-0.2727552
	crossing		51.4960317	-0.2729607
			51.4527223	-0.0909140
			51.5030503	-0.4004466
			51.5032556	-0.4004927
			51.5145988	-0.1311342
			51.5146490	-0.1309281
			51.4436294	-0.1547064
			51.4976666	0.1211145
			51.4742184	-0.4868634
			51.4740675	-0.4869992
			51.5121658	-0.0436684
			51.5142737	-0.1328175
			51.5304744	-0.0217763
			51.5307489	-0.0220602
			51.4341689	-0.0186312
			51.4343802	-0.0188145
			51.4346023	-0.0189881
			51.4348514	-0.0192015
			51.4349236	-0.0191834
			51.4349585	-0.0191256
			51.4350318	-0.0183501
			51.4131296	-0.3051300
			51.4132036	-0.3051467
			51.5112214	-0.0854144
			51.5391440	-0.1257532
			51.5392171	-0.1255256
			51.5393677	-0.1250211
	crossing		51.5394389	-0.1247768
	give_way		51.5394670	-0.1246888
			51.5143801	-0.1428928
			51.5144415	-0.1429210
			51.5141603	-0.1427800
			51.5142125	-0.1428067
			51.4149602	-0.3130509
			51.4148365	-0.3130208
			51.4417132	-0.3390049
			51.4416891	-0.3391363
	give_way		51.5484665	-0.1284034
			51.4526757	-0.0907155
			51.4965189	0.0021444
			51.6029815	-0.0707778
			51.6029927	-0.0706500
			51.6036411	-0.0708704
			51.6053689	-0.0710021
			51.6053840	-0.0711179
			51.5471186	-0.0550057
			51.5485715	-0.0659432
			51.5486853	-0.0659607
		"7'0"""	51.6585541	-0.1812855
			51.5481031	-0.1466946
			51.5016397	-0.1590887
			51.5016801	-0.1586330
			51.5017215	-0.1591089
			51.5017497	-0.1586401
			51.5017658	-0.1586521
			51.5017524	-0.1590854
			51.5017751	-0.1586802
			51.5017782	-0.1590400
London Park Towers Hotel			51.5017772	-0.1588487
			51.4453697	-0.3386373
			51.5602598	-0.3095196
			51.5602716	-0.3064686
		2	51.5602723	-0.3063786
			51.4849264	-0.2783014
			51.5312292	-0.0567359
			51.5565252	-0.3619275
			51.5566081	-0.3619687
			51.5566740	-0.3619981
			51.5567536	-0.3620287
		4.5	51.5570809	-0.3621586
			51.5571199	-0.3621711
			51.5571530	-0.3621790
			51.5571900	-0.3621838
			51.5571997	-0.3623203
			51.5572177	-0.3623563
			51.5572239	-0.3621781
			51.5572395	-0.3623155
			51.5572577	-0.3621645
			51.5572848	-0.3622995
			51.5572866	-0.3621437
			51.5573149	-0.3624016
			51.5573217	-0.3622763
			51.5573220	-0.3621076
			51.5573855	-0.3620257
	crossing		51.5574115	-0.3624186
	crossing		51.5575086	-0.3620398
	traffic_signals		51.5575354	-0.3622250
			51.5575613	-0.3624349
			51.5575857	-0.3623195
			51.5576021	-0.3624554
			51.5576475	-0.3624060
			51.5137215	-0.1147764
			51.5040550	-0.1499937
			51.5040843	-0.1499052
			51.5042730	-0.1493336
			51.5042929	-0.1492731
			51.5045464	-0.1496165
			51.5045724	-0.1495598
	crossing		51.4724436	-0.1769995
	crossing		51.4724722	-0.1768639
			51.3730819	-0.2866488
			51.3593100	-0.0926520
			51.5385636	0.0819003
Barking Stn			51.5390236	0.0810018
			51.5421424	-0.3370158
			51.5422195	-0.3373320
			51.4923217	-0.2215798
			51.4922663	-0.2200153
			51.4922023	-0.2202492
			51.4923526	-0.2215610
			51.4923641	-0.2202636
			51.4923610	-0.2215074
			51.5023590	-0.2268951
			51.4705461	-0.1644245
			51.4729464	-0.1767833
			51.5006321	-0.1164489
			51.5006601	-0.1164418
			51.5007515	-0.1164077
			51.5007837	-0.1163807
			51.5008110	-0.1163422
			51.5009817	-0.1160885
			51.5010046	-0.1160699
			51.5010331	-0.1160581
			51.5010528	-0.1160583
			51.5011172	-0.1160529
			51.5258693	-0.1290069
			51.5259344	-0.1288640
			51.5059678	-0.1160180
			51.5236442	-0.0639523
			51.5135803	-0.1150849
			51.5471564	-0.0478409
			51.5473147	-0.0476456
			51.5471572	-0.0476533
			51.5471450	-0.0550092
			51.5259365	-0.1295817
			51.5259908	-0.1294662
			51.5187685	-0.1370591
			51.6726520	-0.0227001
			51.5147079	-0.1626552
			51.5146473	-0.1627623
			51.5649764	-0.3525432
			51.5016032	-0.4255032
			51.5015374	-0.4256170
			51.5018122	-0.4253321
			51.4645984	0.1676922
			51.4647251	0.1726216
			51.4642008	0.1725911
			51.5479081	-0.0477049
Longley Way			51.5615391	-0.2206045
			51.5149735	-0.1991852
			51.5149902	-0.1990584
			51.5151322	-0.1992353
			51.5151481	-0.1990836
			51.4676491	-0.1629217
	crossing		51.5271930	-0.0782812
			51.4896591	-0.1747155
			51.4897045	-0.1747986
			51.5490427	-0.0609241
			51.5051110	-0.0756184
			51.5051981	-0.0755613
			51.5057975	-0.0751559
			51.5058836	-0.0750997
			51.5318231	-0.2439904
			51.5318396	-0.2440229
			51.5318572	-0.2440481
			51.5047528	0.0397869
			51.5047699	0.0395150
			51.5047910	0.0397673
			51.5048821	0.0395817
			51.5048854	0.0397516
			51.5049358	0.0397555
			51.5049440	0.0395987
			51.5050066	0.0397620
			51.5050172	0.0396143
	traffic_signals		51.5059798	0.0397410
			51.5059983	0.0398957
			51.5060057	0.0397442
			51.5062504	0.0399285
			51.5062608	0.0397757
			51.5069103	0.0400196
			51.5069190	0.0398690
			51.5071877	0.0400564
			51.5071974	0.0399074
	traffic_signals		51.5072198	0.0400611
			51.5087023	0.0402955
			51.5087544	0.0401334
			51.5088343	0.0401204
			51.5088406	0.0403622
			51.5088829	0.0404066
			51.5176808	-0.0974846
			51.3176187	-0.1611154
			51.3176371	-0.1611120
			51.3176561	-0.1611017
			51.3178855	-0.1602924
			51.3178986	-0.1602603
			51.3179116	-0.1602362
			51.3179291	-0.1602133
			51.3179500	-0.1601953
			51.3179721	-0.1601838
			51.3179962	-0.1601753
			51.5518534	0.0315338
			51.5541337	0.0205471
			51.5551020	0.0194378
			51.5174545	-0.0936536
			51.5351780	-0.0758900
			51.5352063	-0.0755381
			51.5197641	-0.1549333
			51.3134840	-0.1409750
			51.3131332	-0.1415591
	crossing		51.3221432	-0.1365369
			51.4038442	-0.0553279
			51.4180557	-0.0598641
			51.4181918	-0.0602420
			51.4636526	-0.1179253
			51.4850200	-0.2784244
			51.4092461	-0.2139200
			51.4071964	-0.2114829
			51.5774383	-0.0750060
			51.5774951	-0.0752681
			51.5844821	-0.0600640
			51.4973924	-0.0989524
			51.4119318	-0.1235994
			51.4506740	-0.0948300
			51.5648789	-0.3526887
			51.5616937	-0.4126991
			51.5330605	-0.2912220
			51.5329408	-0.2913845
			51.5468922	-0.0370243
			51.5467568	-0.0369737
Blue Fin Loading Bay			51.5061772	-0.0994425
			51.5151139	-0.1260090
			51.5730181	-0.4128787
			51.5483297	-0.3997343
			51.5167479	-0.4007594
			51.4936586	-0.4285424
			51.4935207	-0.4285813
			51.5214063	-0.0734294
			51.5214411	-0.0734152
			51.5420398	-0.1385679
			51.5076603	0.0398431
			51.4867378	0.0197673
			51.4642273	-0.2105037
			51.4185486	0.0985101
			51.4187084	0.0982032
			51.5469604	-0.0419812
			51.4862191	-0.1386853
			51.4862724	-0.1383385
			51.5327342	-0.3081123
			51.3849862	-0.2001647
			51.6177468	-0.0655962
			51.5544456	-0.3044310
			51.5542157	-0.3044317
			51.4934739	0.0255278
			51.4934836	0.0253370
			51.3931668	-0.0355742
			51.3930438	-0.0355995
			51.3933866	-0.0413931
			51.3935308	-0.0415144
			51.4435440	-0.0265516
			51.3808438	-0.2452481
			51.3807257	-0.2450071
			51.3773033	-0.2788597
			51.3770816	-0.2786221
			51.3773812	-0.2786974
			51.3771922	-0.2784782
			51.5746666	-0.1350311
			51.4726899	-0.4551285
			51.5404215	-0.2993380
			51.5483623	-0.1285438
			51.5484264	-0.1284591
			51.4736734	-0.4870082
			51.4741573	-0.4813993
			51.4742979	-0.4860765
			51.4742915	-0.4816358
			51.4743118	-0.4817631
			51.5333491	-0.0570464
			51.4037514	-0.2568430
			51.5136348	-0.1115400
			51.5348620	-0.0542859
			51.5747243	-0.0538055
			51.5747760	-0.0537171
			51.5747981	-0.0536809
			51.5748269	-0.0536320
			51.5225797	-0.1356455
			51.5301361	-0.0214264
			51.5004763	0.0019005
			51.5005221	0.0019075
			51.5005679	0.0019146
			51.5014382	0.0002788
			51.5015473	0.0001937
			51.5015941	0.0001315
			51.5026805	-0.0015302
			51.5027351	-0.0016251
			51.5027595	-0.0016764
			51.5046502	-0.0058159
			51.5046882	-0.0058923
			51.5047775	-0.0060247
			51.5055821	-0.0070166
			51.5056285	-0.0070663
			51.5057449	-0.0071232
			51.5085029	-0.0074923
			51.5086165	-0.0074005
			51.5087488	-0.0072904
			51.5768232	0.0335362
			51.4922647	-0.2197752
			51.4922811	-0.2214262
			51.4922853	-0.2202520
	crossing		51.5708101	-0.4112854
	crossing		51.5721433	-0.4123011
			51.4612696	-0.0756382
			51.4613486	-0.0757570
			51.4612553	-0.0756624
			51.4613329	-0.0757841
			51.5251574	-0.0566446
			51.4406241	-0.1038708
			51.4407211	-0.1041836
			51.5159801	-0.1047695
			51.5217849	-0.0914848
			51.5180166	-0.1322968
			51.5181081	-0.1320620
			51.5174541	-0.0936138
			51.5306906	-0.0219999
			51.5223559	-0.1379235
			51.5127534	-0.0906171
			51.5436754	-0.0253851
			51.5271324	-0.1369064
			51.5271848	-0.1369576
			51.5272207	-0.1370294
			51.5273259	-0.1371340
			51.5732152	-0.0373434
			51.5733019	-0.0373005
			51.5730899	-0.0375310
			51.5731609	-0.0374174
			51.5168102	-0.1357686
			51.5169448	-0.1358601
			51.5170722	-0.1359602
			51.4339203	0.1026994
			51.4854127	-0.1233605
			51.5024716	-0.1113243
			51.5204089	-0.1359651
			51.4651279	-0.0112348
			51.5509239	-0.0183652
			51.4703156	-0.0687835
			51.4700705	-0.0685853
			51.4637281	0.1821350
			51.4637691	0.1821577
			51.4942138	-0.1639460
			51.4650180	-0.0112608
			51.5159874	-0.1046906
			51.5432921	-0.0255730
			51.5441845	-0.0250573
			51.5441395	-0.0250412
			51.5472569	-0.0493192
			51.5473312	-0.0493174
			51.6473837	-0.0742034
			51.6473854	-0.0741631
			51.6473744	-0.0740588
			51.4727439	-0.1768593
			51.4727780	-0.1768368
			51.4727002	-0.1767892
			51.4728370	-0.1767892
			51.4728923	-0.1767842
			51.4698274	-0.0683806
			51.5407214	-0.0755939
			51.5380777	-0.1404364
			51.5380336	-0.1405470
			51.5407137	-0.0754687
			51.5043171	0.0000631
			51.5805256	-0.3404165
			51.5805381	-0.3400361
			51.5805405	-0.3400350
			51.5805408	-0.3400361
			51.5805440	-0.3399782
			51.5805443	-0.3399792
			51.5805443	-0.3399793
			51.5805452	-0.3400917
			51.5805456	-0.3400927
			51.5805555	-0.3399241
			51.5805559	-0.3399252
			51.5805559	-0.3399252
			51.5805580	-0.3401450
			51.5805583	-0.3401461
			51.5805745	-0.3398758
			51.5805748	-0.3398769
			51.5805748	-0.3398770
			51.5805780	-0.3401922
			51.5805784	-0.3401932
			51.5805999	-0.3398359
			51.5806002	-0.3398370
			51.5806002	-0.3398370
			51.5806042	-0.3402306
			51.5806046	-0.3402317
			51.5806303	-0.3398065
			51.5806307	-0.3398075
			51.5806307	-0.3398076
			51.5806353	-0.3402583
			51.5806357	-0.3402594
			51.5806641	-0.3397891
			51.5806645	-0.3397902
			51.5806645	-0.3397902
			51.5806695	-0.3402737
			51.5806699	-0.3402748
			51.5806995	-0.3397848
			51.5806999	-0.3397858
			51.5806999	-0.3397859
			51.5807050	-0.3402760
			51.5807053	-0.3402771
			51.5807350	-0.3397947
			51.5807350	-0.3397948
			51.5807398	-0.3402651
			51.5807402	-0.3402662
			51.5807678	-0.3398164
			51.5807678	-0.3398165
			51.5807722	-0.3402415
			51.5807725	-0.3402426
			51.5807967	-0.3398497
			51.5807967	-0.3398498
			51.5808003	-0.3402066
			51.5808006	-0.3402077
			51.5808200	-0.3398928
			51.5808200	-0.3398929
			51.5808226	-0.3401622
			51.5808230	-0.3401633
			51.5808365	-0.3399434
			51.5808365	-0.3399435
			51.5808380	-0.3401107
			51.5808383	-0.3401118
			51.5808453	-0.3399988
			51.5808453	-0.3399988
			51.5808459	-0.3400559
			51.5808459	-0.3400560
			51.5810529	-0.3398083
			51.5805809	-0.3400408
			51.5805826	-0.3400400
			51.5805829	-0.3400408
			51.5805851	-0.3399994
			51.5805854	-0.3400002
			51.5805854	-0.3400002
			51.5805860	-0.3400804
			51.5805863	-0.3400812
			51.5805929	-0.3401204
			51.5805934	-0.3399609
			51.5805936	-0.3399617
			51.5805936	-0.3399617
			51.5805951	-0.3401185
			51.5805954	-0.3401193
			51.5806069	-0.3399264
			51.5806072	-0.3399272
			51.5806072	-0.3399272
			51.5806094	-0.3401522
			51.5806097	-0.3401529
			51.5806246	-0.3401788
			51.5806250	-0.3398979
			51.5806253	-0.3398987
			51.5806253	-0.3398987
			51.5806281	-0.3401796
			51.5806284	-0.3401804
			51.5806431	-0.3401976
			51.5806467	-0.3398769
			51.5806470	-0.3398777
			51.5806470	-0.3398777
			51.5806503	-0.3401994
			51.5806506	-0.3402001
			51.5806578	-0.3402151
			51.5806709	-0.3398645
			51.5806711	-0.3398653
			51.5806711	-0.3398653
			51.5806747	-0.3402104
			51.5806750	-0.3402112
			51.5806795	-0.3402532
			51.5806961	-0.3398614
			51.5806964	-0.3398622
			51.5806964	-0.3398622
			51.5807000	-0.3402120
			51.5807003	-0.3402128
			51.5807214	-0.3398685
			51.5807214	-0.3398686
			51.5807231	-0.3403719
			51.5807249	-0.3402042
			51.5807251	-0.3402050
			51.5807271	-0.3404563
			51.5807449	-0.3398840
			51.5807449	-0.3398841
			51.5807480	-0.3401874
			51.5807482	-0.3401882
			51.5807655	-0.3399078
			51.5807655	-0.3399078
			51.5807680	-0.3401625
			51.5807683	-0.3401633
			51.5807821	-0.3399386
			51.5807821	-0.3399386
			51.5807840	-0.3401308
			51.5807842	-0.3401316
			51.5807939	-0.3399747
			51.5807939	-0.3399747
			51.5807949	-0.3400940
			51.5807952	-0.3400948
			51.5808001	-0.3400142
			51.5808001	-0.3400142
			51.5808006	-0.3400549
			51.5808006	-0.3400550
			51.5810479	-0.3398987
			51.5806933	-0.3402907
			51.5808119	-0.3398737
			51.5808136	-0.3397924
			51.4844538	0.1728619
			51.5125565	-0.1085092
			51.4779967	-0.0269492
			51.4779995	-0.0268435
			51.5267188	-0.1285221
			51.5266604	-0.1286645
			51.5174604	-0.0932413
			51.5175392	-0.0932459
			51.5173013	-0.0937771
			51.5176858	-0.0935774
			51.5118031	-0.1167046
			51.5119140	-0.1167718
			51.4813270	-0.0238192
			51.4814181	-0.0238357
			51.5144294	-0.1065108
			51.5146541	-0.2144225
			51.5146583	-0.2144786
			51.5146548	-0.2143184
			51.5144557	-0.1364092
			51.5154709	-0.1350048
			51.5218612	-0.1361711
			51.5219651	-0.1362874
			51.5020573	0.0300396
			51.5254355	-0.0576347
			51.5257711	-0.0577298
			51.5258012	-0.0573585
			51.5256905	-0.0573267
			51.5257955	-0.0563878
			51.5144757	-0.1364260
			51.5247034	-0.0950467
Newacres Library			51.4976306	0.1212466
Newacres Library			51.4978528	0.1211428
			51.4879229	-0.0504573
			51.4880009	-0.0503458
			51.4877559	-0.0512033
			51.5805258	-0.3403119
			51.4525667	-0.0171548
			51.4525428	-0.0169141
			51.5489835	-0.0611033
			51.5409020	-0.0580919
			51.5176737	-0.1625867
			51.5177395	-0.1625270
			51.5183281	-0.1655794
			51.5182591	-0.1654791
			51.4983437	-0.1752205
			51.4982494	-0.1751987
			51.5306550	-0.0219630
			51.5305042	-0.0218064
			51.4068838	-0.1639128
			51.5511037	-0.0434178
			51.5511410	-0.0432468
			51.5235695	-0.1270121
			51.5100526	-0.0384247
			51.5099902	-0.0384393
			51.4905795	-0.1545296
			51.4912497	-0.1548850
			51.4905630	-0.1546521
			51.4913297	-0.1549636
			51.4878455	-0.0506151
			51.4877996	-0.0507732
			51.5796856	-0.0728230
			51.4805560	-0.0309862
			51.4922855	-0.2200641
			51.5245104	-0.0568259
			51.5229112	-0.1380074
			51.5228580	-0.1381278
			51.4133344	-0.3076498
			51.5380282	-0.1275724
			51.5082117	-0.0550739
	crossing		51.5419176	-0.1384737
			51.5235207	-0.0639910
			51.5313233	0.1458904
			51.5313149	0.1458238
			51.5599976	0.0073677
			51.5598786	0.0074615
			51.5598661	0.0074746
			51.5600298	0.0074326
			51.5599058	0.0075242
			51.5600578	0.0074867
			51.5600248	0.0075084
			51.5600070	0.0075189
			51.5599628	0.0075404
			51.5598930	0.0075205
			51.5598807	0.0075189
			51.5599390	0.0072996
			51.5598427	0.0073586
			51.5598240	0.0075135
			51.5599549	0.0073037
			51.5599696	0.0073112
			51.5600355	0.0074442
			51.5600983	0.0075638
			51.5005498	-0.1164452
	crossing		51.5381215	-0.0256887
			51.5380735	-0.0256292
			51.6138509	-0.1512762
			51.6138530	-0.1511399
			51.6140670	-0.1505347
			51.6013312	-0.2095820
			51.6013041	-0.2094545
Wandsworth Town Station			51.4610852	-0.1874314
			51.5271802	-0.1289621
			51.5271380	-0.1290934
			51.5158718	-0.0903307
			51.5158542	-0.0900109
			51.4987567	-0.2260682
			51.5146817	-0.0958391
			51.5147200	-0.0958294
			51.5146996	-0.0956087
			51.5146536	-0.0956219
			51.5133428	-0.0943182
			51.5131877	-0.0943904
			51.4056583	-0.1640288
			51.4062405	-0.1640347
			51.5105158	-0.0895550
			51.5105602	-0.0897424
			51.4652000	-0.0177582
			51.4648312	-0.0168896
			51.5018992	-0.1572922
			51.5019135	-0.1571945
			51.5015909	-0.1570578
			51.5015722	-0.1571784
			51.4998683	-0.1570173
			51.4999261	-0.1570396
			51.4999406	-0.1569415
			51.4998869	-0.1569150
			51.5013202	-0.1569743
			51.5013052	-0.1570709
			51.5013221	-0.1569623
			51.5014262	-0.1571435
			51.5014468	-0.1570129
			51.5015845	-0.1570989
			51.5193848	-0.1332317
			51.4989547	-0.1582188
			51.5387628	-0.0580919
			51.4988193	-0.1594615
			51.5388573	-0.1266478
			51.5883139	-0.1123089
			51.5881638	-0.1129217
			51.5881108	-0.1128959
			51.5516586	-0.0171375
			51.5514929	-0.0171126
			51.5515785	-0.0171299
			51.5513974	-0.0171015
			51.5120386	-0.0916341
			51.4612734	-0.1872452
			51.3844744	-0.2619977
			51.5129362	-0.0907198
			51.5128873	-0.0905304
			51.5119827	-0.0916656
			51.4747849	-0.1463887
	crossing		51.4941292	-0.2730060
			51.5878540	-0.2205512
			51.5881266	-0.2210181
			51.5878858	-0.2209213
			51.5878415	-0.2210690
			51.6138577	-0.1512287
			51.6138503	-0.1511734
			51.5173662	-0.1378295
			51.5173910	-0.1377843
			51.5014423	0.0301149
			51.5013852	0.0302312
			51.5039185	-0.4068570
			51.4913161	-0.1217951
			51.6137652	-0.1515321
			51.5077529	-0.1423471
			51.5076279	-0.1426190
			51.5112011	-0.0853035
			51.4651322	-0.0112205
			51.5108981	-0.0685578
			51.5113129	-0.0668940
			51.3104382	-0.1554069
			51.5423403	-0.0577668
			51.5423368	-0.0574706
			51.5408689	-0.0576264
			51.5401525	-0.0578461
			51.5389009	-0.0583568
			51.5387597	-0.0583735
			51.5389188	-0.0580862
	crossing		51.5419218	-0.0574718
			51.5419055	-0.0577996
			51.5372982	-0.0580549
			51.5377529	-0.0583061
			51.5378101	-0.0580744
			51.5372878	-0.0582787
			51.5021338	-0.1265026
			51.5021392	-0.1265816
			51.4910256	-0.1538338
			51.5938545	-0.3378498
			51.4020658	-0.2653100
			51.4022138	-0.2653153
	crossing		51.5416858	-0.1382541
			51.5005829	-0.1164555
			51.5010895	-0.1160609
			51.5446183	0.0060851
			51.5447570	0.0069056
			51.5441891	0.0069121
			51.5443009	0.0076118
			51.5442883	0.0068694
			51.5444007	0.0075733
			51.5446396	0.0062134
			51.5446161	0.0060710
			51.5022671	-0.1529251
			51.5024413	-0.1530194
			51.4128598	-0.2960974
			51.4127888	-0.2960681
			51.4127343	-0.2960378
			51.5393130	-0.1252043
			51.4059538	-0.1640340
			51.5333340	-0.0571621
			51.5933646	-0.2360251
			51.5418379	0.0088098
			51.5417758	0.0088499
			51.5012074	-0.1156720
			51.5011778	-0.1156825
			51.5016296	-0.1160180
			51.5014462	-0.1156611
			51.5014713	-0.1156826
			51.5014996	-0.1157231
			51.5217135	-0.0921855
			51.5217243	-0.0920810
			51.5015929	-0.1664615
			51.4987612	-0.2259793
			51.4987643	-0.2259185
			51.5574828	-0.3621385
	crossing		51.3539652	-0.0384226
			51.5475935	-0.0476189
	crossing		51.5404830	-0.2992310
			51.4586816	0.0010705
			51.4588160	0.0010613
			51.4519511	-0.0165628
			51.4519418	-0.0164372
			51.5346612	-0.0551283
			51.5348005	-0.0545438
			51.5347124	-0.0549135
			51.5346969	-0.0549786
			51.4055201	-0.1640511
			51.5389429	-0.0564496
			51.5391158	-0.0563483
			51.5389217	-0.0563406
			51.5390947	-0.0562547
			51.5470195	-0.0550226
			51.5661155	0.0022634
			51.5229511	-0.0753506
	crossing		51.5479388	-0.0475787
	crossing		51.5479445	-0.0476988
			51.5442749	0.0046863
			51.5442991	0.0048141
			51.5272147	-0.0369696
			51.5271008	-0.0368348
			51.5272519	-0.0369005
			51.5272343	-0.0368891
			51.5271171	-0.0367583
			51.3231723	-0.1309339
			51.3235136	-0.1305603
			51.3235468	-0.1304939
			51.3235657	-0.1303858
			51.3235835	-0.1302796
			51.3236677	-0.1301677
			51.3237412	-0.1300539
			51.3240049	-0.1291648
	crossing		51.5847848	-0.3620306
			51.5847205	-0.3621008
			51.5077191	-0.1424206
			51.5420083	-0.0468141
			51.5421174	-0.0468819
			51.5470290	-0.0478240
			51.5469191	-0.0478251
	crossing		51.5468685	-0.0476622
			51.4886031	-0.0577245
			51.4886713	-0.0576771
			51.3845954	-0.2621928
			51.4586187	0.1981067
	crossing		51.5468703	-0.0478312
			51.5491258	-0.0607144
	crossing		51.4439630	-0.0260904
	crossing		51.4440197	-0.0259990
			51.4439348	-0.0260383
			51.4439926	-0.0261370
			51.4440771	-0.0262165
			51.4440174	-0.0259949
			51.3893000	-0.0257985
			51.3895070	-0.0262762
			51.3894864	-0.0261380
			51.4878898	-0.0505209
			51.4880861	-0.0502598
			51.4881362	-0.0502056
			51.4877680	-0.0509385
			51.4988644	-0.1590392
			51.4144321	-0.2147741
			51.4143037	-0.2150634
			51.3994939	-0.2015635
			51.3996106	-0.2013973
			51.4647951	-0.0168405
			51.5390001	0.0048593
			51.5389536	0.0047551
			51.4824074	-0.0398698
			51.4822702	-0.0398069
			51.5222139	-0.1365609
			51.5221286	-0.1364721
			51.4807042	-0.0590126
			51.4807646	-0.0592435
			51.4807325	-0.0592753
			51.4807109	-0.0592967
			51.4806798	-0.0593275
			51.4806300	-0.0590861
			51.4806516	-0.0590647
			51.4806837	-0.0590329
			51.4805989	-0.0591169
			51.4797040	-0.0545066
			51.4790919	-0.0539902
			51.5385586	0.0342600
			51.5391789	0.0336625
		"6'6"""	51.5393244	0.0340426
		"6'6"""	51.5392677	0.0338210
			51.5392187	0.0338481
			51.5392845	0.0338116
			51.5393624	0.0340186
			51.5393392	0.0340332
			51.5393071	0.0337991
			51.5386073	0.0344959
			51.5385226	0.0340862
			51.4596745	-0.2088820
			51.4562173	0.2011610
			51.5391520	0.0029629
			51.5391356	0.0029749
			51.5151146	-0.1081030
			51.5150741	-0.1080966
			51.5160152	-0.1044197
			51.5159961	-0.1046021
	crossing		51.4647613	-0.0167441
			51.3767781	0.0040784
			51.3909644	-0.0283702
			51.5261015	-0.0226495
			51.4723587	-0.2530044
			51.4647350	-0.0166688
			51.4646803	-0.0164301
	traffic_signals		51.4647480	-0.0167054
			51.4647171	-0.0166077
			51.4646886	-0.0164842
			51.4451850	-0.3304993
			51.4453151	-0.3305411
			51.5065337	-0.0719347
			51.5065841	-0.0721390
			51.5079820	-0.0550458
		4.5	51.5111864	-0.0313316
			51.5372608	-0.3241185
			51.5361994	-0.3196717
			51.5013666	-0.1657925
			51.5013660	-0.1656608
			51.5014443	-0.1664548
			51.4723185	-0.2530631
			51.4989157	-0.1765017
			51.4959733	-0.2729324
			51.5274028	-0.1340676
			51.5274810	-0.1338982
			51.3555522	-0.1934783
			51.5071490	-0.1292093
			51.5071766	-0.1294523
			51.3921790	-0.0275179
			51.4740921	-0.0335138
			51.4740494	-0.0335954
			51.4883247	-0.2893333
			51.4072226	-0.1637463
			51.4056121	-0.1640251
			51.5517543	-0.0128985
			51.5514687	-0.0146313
			51.5512775	-0.0157821
			51.5511065	-0.0169584
			51.5509543	-0.0181400
			51.5515246	0.0340975
			51.5514980	0.0339111
			51.5513354	0.0344518
			51.5514432	0.0344132
			51.5516931	0.0329497
			51.5517721	0.0329204
			51.5517822	0.0315607
			51.5000492	-0.1775068
			51.5002590	-0.1775440
			51.5491844	-0.0115724
			51.5486429	-0.0125963
			51.5485814	-0.0127147
			51.5197108	-0.1434649
			51.5197241	-0.1433806
			51.5202886	-0.1437673
			51.5663325	0.0025124
			51.5662528	0.0023921
			51.5661729	0.0022955
	crossing		51.5863622	-0.0025665
			51.5863982	-0.0026152
			51.5862891	-0.0024678
			51.5662200	0.0023511
			51.4521078	-0.0163057
			51.4521134	-0.0164020
			51.4521236	-0.0165257
			51.4520256	-0.0163232
			51.5149018	-0.1543479
			51.4780770	-0.0177171
			51.4779556	-0.0177120
			51.4780805	-0.0176377
			51.4779355	-0.0176705
			51.4779596	-0.0176324
			51.4988542	-0.1772856
			51.4988905	-0.1768190
			51.4994493	-0.1754310
			51.5386054	0.0818647
			51.4128072	-0.2194468
			51.4126549	-0.2192677
			51.5203391	-0.1461508
			51.5203669	-0.1461622
			51.5222695	-0.1381203
			51.5265478	-0.1243036
			51.5265819	-0.1241667
			51.5142639	-0.1065153
			51.3769255	0.0041145
			51.5797870	-0.3527454
	crossing		51.5335790	-0.1286177
			51.4851376	-0.1889411
			51.4850960	-0.1890458
			51.5179709	-0.1539763
			51.5179992	-0.1538264
			51.5180887	-0.1536206
			51.5181099	-0.1534931
			51.4507492	0.1918530
			51.4844752	-0.0422095
			51.4845375	-0.0421731
